,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FIPS,County,Year,Oil (bbl),Casinghead (mcf),GW Gas (mcf),Condensate (bbl),Daily Rate (bbl/day),Oil (Million BBL),Daily Oil Rate (Thousand BBL/DAY),Daily,Natural Gas from Gas Wells (Billion Cubic Feet)
78,78,78,78,48157,Fort Bend,1993,2951550,2031393,15736514,154974,8086.438356000002,2.95155,8.086438356164384,8.086438356164384,15.736514
79,79,79,79,48159,Franklin,1993,833699,145721,13629578,125944,2284.106849,0.833699,2.2841068493150685,2.2841068493150685,13.629578
80,80,80,80,48161,Freestone,1993,238041,123216,45950257,142815,652.1671233,0.238041,0.6521671232876712,0.6521671232876712,45.950257
81,81,81,81,48163,Frio,1993,5187265,3012952,907839,651,14211.68493,5.187265,14.211684931506849,14.211684931506849,0.907839
82,82,82,82,48165,Gaines,1993,39662881,78949693,852797,1233,108665.4274,39.662881,108.66542739726029,108.66542739726029,0.852797
83,83,83,83,48167,Galveston,1993,1408232,3183418,6480847,151212,3858.169863,1.408232,3.8581698630136985,3.8581698630136985,6.480847
84,84,84,84,48169,Garza,1993,6867276,1519113,0,0,18814.45479,6.867276,18.814454794520547,18.814454794520547,0.0
85,85,85,85,48171,Gillespie,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
86,86,86,86,48173,Glasscock,1993,5415985,17230137,861330,7822,14838.31507,5.415985,14.838315068493149,14.838315068493149,0.86133
87,87,87,87,48175,Goliad,1993,375747,717362,26191521,253166,1029.443836,0.375747,1.0294438356164384,1.0294438356164384,26.191521
88,88,88,88,48177,Gonzales,1993,1441674,945510,1764125,23212,3949.791781,1.441674,3.9497917808219176,3.9497917808219176,1.764125
89,89,89,89,48179,Gray,1993,2529810,6380807,13780487,689,6930.986301000001,2.52981,6.930986301369862,6.930986301369862,13.780487
90,90,90,90,48181,Grayson,1993,1965628,4417328,2973885,19241,5385.2821920000015,1.965628,5.385282191780823,5.3852821917808225,2.973885
91,91,91,91,48183,Gregg,1993,25504179,10492719,57592567,497708,69874.46301,25.504179,69.87446301369863,69.87446301369863,57.592567
92,92,92,92,48185,Grimes,1993,304162,390289,1889667,50550,833.3205479,0.304162,0.8333205479452055,0.8333205479452055,1.889667
93,93,93,93,48187,Guadalupe,1993,1272201,381502,0,0,3485.4821920000004,1.272201,3.4854821917808216,3.4854821917808216,0.0
94,94,94,94,48189,Hale,1993,1427773,389814,0,0,3911.706849,1.427773,3.9117068493150686,3.9117068493150686,0.0
95,95,95,95,48191,Hall,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
96,96,96,96,48193,Hamilton,1993,1667,12,79295,0,4.567123288,0.001667,0.0045671232876712325,0.0045671232876712325,0.079295
97,97,97,97,48195,Hansford,1993,335694,1329330,34994346,39535,919.709589,0.335694,0.919709589041096,0.919709589041096,34.994346
98,98,98,98,48197,Hardeman,1993,2607518,1238777,43135,1474,7143.884931999999,2.607518,7.143884931506848,7.1438849315068484,0.043135
99,99,99,99,48199,Hardin,1993,1939567,2029288,4317840,165787,5313.882192,1.939567,5.313882191780822,5.313882191780822,4.31784
100,100,100,100,48201,Harris,1993,4355067,43951437,43175784,436097,11931.69041,4.355067,11.931690410958906,11.931690410958906,43.175784
101,101,101,101,48203,Harrison,1993,895151,3955740,75639858,428167,2452.468493,0.895151,2.4524684931506853,2.4524684931506853,75.639858
102,102,102,102,48205,Hartley,1993,322623,343,5085227,0,883.8986301000001,0.322623,0.8838986301369863,0.8838986301369863,5.085227
103,103,103,103,48207,Haskell,1993,1014263,453006,22906,984,2778.80274,1.014263,2.778802739726028,2.7788027397260278,0.022906
104,104,104,104,48209,Hays,1993,15,8,0,0,0.04109589,1.5e-05,4.1095890410958905e-05,4.1095890410958905e-05,0.0
105,105,105,105,48211,Hemphill,1993,288041,4829458,101357531,416619,789.1534247000003,0.288041,0.7891534246575342,0.7891534246575342,101.357531
106,106,106,106,48213,Henderson,1993,1760547,11119020,37556253,78822,4823.416438,1.760547,4.8234164383561655,4.8234164383561655,37.556253
107,107,107,107,48215,Hidalgo,1993,113509,288373,215670344,3159175,310.9835616000001,0.11350899999999997,0.3109835616438356,0.3109835616438356,215.670344
108,108,108,108,48217,Hill,1993,3524,65,0,0,9.654794521,0.003524,0.009654794520547945,0.009654794520547945,0.0
109,109,109,109,48219,Hockley,1993,28255496,34401719,311406,4459,77412.31781000001,28.255496,77.41231780821917,77.41231780821917,0.311406
110,110,110,110,48221,Hood,1993,0,0,2254547,4538,0.0,0.0,0.0,0.0,2.254547
111,111,111,111,48223,Hopkins,1993,740639,491525,598235,8092,2029.147945,0.740639,2.02914794520548,2.0291479452054797,0.598235
112,112,112,112,48225,Houston,1993,597519,417199,5974758,80136,1637.038356,0.5975189999999999,1.6370383561643835,1.6370383561643835,5.974758
113,113,113,113,48227,Howard,1993,9578174,5843408,212883,20553,26241.5726,9.578174,26.24157260273973,26.24157260273973,0.212883
114,114,114,114,48229,Hudspeth,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
115,115,115,115,48231,Hunt,1993,50772,13139,0,0,139.1013699,0.050772000000000005,0.1391013698630137,0.1391013698630137,0.0
116,116,116,116,48233,Hutchinson,1993,1691451,9267786,14662365,21187,4634.112329,1.6914509999999998,4.634112328767123,4.634112328767123,14.662365
117,117,117,117,48235,Irion,1993,2965903,17294564,4428049,37603,8125.761644,2.965903,8.125761643835617,8.125761643835617,4.428049
118,118,118,118,48237,Jack,1993,1430963,6465088,15876231,74541,3920.446575,1.430963,3.9204465753424658,3.9204465753424658,15.876231
119,119,119,119,48239,Jackson,1993,2216551,4026059,26231296,233565,6072.742466,2.216551,6.072742465753425,6.072742465753425,26.231296
120,120,120,120,48241,Jasper,1993,713342,2077688,2315933,232354,1954.361644,0.713342,1.9543616438356164,1.9543616438356164,2.315933
121,121,121,121,48243,Jeff Davis,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
122,122,122,122,48245,Jefferson,1993,1509083,1681880,10240888,333631,4134.473973,1.509083,4.13447397260274,4.13447397260274,10.240888
123,123,123,123,48247,Jim Hogg,1993,320586,989103,17172157,181516,878.3178082000003,0.32058600000000004,0.878317808219178,0.878317808219178,17.172157
124,124,124,124,48249,Jim Wells,1993,424260,2879089,24132817,129837,1162.356164,0.42426,1.1623561643835616,1.1623561643835616,24.132817
125,125,125,125,48251,Johnson,1993,0,0,1126,0,0.0,0.0,0.0,0.0,0.001126
126,126,126,126,48253,Jones,1993,1060236,552093,7975,95,2904.756164,1.060236,2.9047561643835618,2.9047561643835618,0.007975
127,127,127,127,48255,Karnes,1993,515671,1470511,10584395,101687,1412.79726,0.515671,1.4127972602739731,1.412797260273973,10.584395
128,128,128,128,48257,Kaufman,1993,182730,87766,0,0,500.630137,0.18273,0.5006301369863013,0.5006301369863013,0.0
129,129,129,129,48259,Kendall,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
130,130,130,130,48261,Kenedy,1993,555501,835973,19858860,44252,1521.920548,0.555501,1.5219205479452054,1.5219205479452054,19.85886
131,131,131,131,48263,Kent,1993,8249465,5423266,0,0,22601.27397,8.249464999999999,22.60127397260274,22.60127397260274,0.0
132,132,132,132,48265,Kerr,1993,1623,11,0,0,4.446575342,0.001623,0.004446575342465753,0.004446575342465753,0.0
133,133,133,133,48267,Kimble,1993,1117,1977,225513,0,3.060273973,0.001117,0.0030602739726027397,0.0030602739726027397,0.225513
134,134,134,134,48269,King,1993,5767062,624583,1342659,6206,15800.16986,5.767062,15.800169863013695,15.800169863013696,1.342659
135,135,135,135,48271,Kinney,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
136,136,136,136,48273,Kleberg,1993,757287,2197335,25700198,135711,2074.758904,0.757287,2.074758904109589,2.074758904109589,25.700198
137,137,137,137,48275,Knox,1993,634804,69644,0,0,1739.189041,0.634804,1.7391890410958903,1.7391890410958903,0.0
138,138,138,138,48277,La Salle,1993,905763,1303728,8668897,33698,2481.542466,0.905763,2.481542465753425,2.481542465753425,8.668897
139,139,139,139,48279,Lamar,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
140,140,140,140,48281,Lamb,1993,402696,93725,0,0,1103.276712,0.402696,1.1032767123287672,1.1032767123287672,0.0
141,141,141,141,48283,Lampasas,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
142,142,142,142,48285,Lavaca,1993,315040,1185308,41565535,481348,863.1232877,0.31504,0.8631232876712329,0.8631232876712329,41.565535
143,143,143,143,48287,Lee,1993,6068998,16903352,2712650,43568,16627.39178,6.0689980000000014,16.627391780821913,16.627391780821913,2.71265
144,144,144,144,48289,Leon,1993,3347197,5798437,21372929,110921,9170.40274,3.347197,9.170402739726027,9.170402739726027,21.372929
145,145,145,145,48291,Liberty,1993,2272672,2086950,9413468,384294,6226.49863,2.272672,6.2264986301369865,6.2264986301369865,9.413468
146,146,146,146,48293,Limestone,1993,163481,1380,38756124,125829,447.8931507,0.163481,0.4478931506849315,0.4478931506849315,38.756124
147,147,147,147,48295,Lipscomb,1993,922061,6136260,43190304,200212,2526.194521,0.922061,2.526194520547945,2.526194520547945,43.190304
148,148,148,148,48297,Live Oak,1993,618344,612721,44436847,738736,1694.0931510000007,0.618344,1.6940931506849315,1.6940931506849315,44.436847
149,149,149,149,48299,Llano,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
150,150,150,150,48301,Loving,1993,1665249,4037818,21260203,9796,4562.326027,1.6652490000000002,4.562326027397259,4.562326027397259,21.260203
151,151,151,151,48303,Lubbock,1993,2237690,172077,0,0,6130.657534,2.23769,6.130657534246574,6.130657534246574,0.0
152,152,152,152,48305,Lynn,1993,367648,150329,0,0,1007.254795,0.367648,1.007254794520548,1.007254794520548,0.0
153,153,153,153,48307,Mcculloch,1993,31145,4869,111318,43,85.32876712,0.031145,0.08532876712328767,0.08532876712328767,0.111318
154,154,154,154,48309,Mclennan,1993,3902,164,0,0,10.69041096,0.003902000000000001,0.01069041095890411,0.01069041095890411,0.0
155,155,155,155,48311,Mcmullen,1993,1943001,8944807,32741015,291579,5323.290411,1.943001,5.323290410958903,5.323290410958903,32.741015
156,156,156,156,48313,Madison,1993,561965,643999,7075096,83494,1539.630137,0.5619649999999999,1.5396301369863017,1.5396301369863017,7.075096
157,157,157,157,48315,Marion,1993,274225,476776,3782692,21536,751.3013699,0.274225,0.7513013698630137,0.7513013698630137,3.782692
158,158,158,158,48317,Martin,1993,6796597,13303933,83916,1117,18620.8137,6.796597,18.620813698630137,18.620813698630137,0.083916
159,159,159,159,48319,Mason,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
160,160,160,160,48321,Matagorda,1993,872007,1422004,18932619,208465,2389.060274,0.872007,2.3890602739726026,2.3890602739726026,18.932619
161,161,161,161,48323,Maverick,1993,1077741,410759,2562879,9769,2952.715068,1.077741,2.9527150684931507,2.9527150684931507,2.562879
162,162,162,162,48325,Medina,1993,146430,4037,8529,0,401.1780822,0.14643,0.4011780821917808,0.4011780821917808,0.008529
163,163,163,163,48327,Menard,1993,114486,43339,216199,7,313.660274,0.114486,0.3136602739726028,0.3136602739726028,0.216199
164,164,164,164,48329,Midland,1993,10648017,29947626,16061076,284929,29172.64932,10.648017,29.172649315068487,29.172649315068487,16.061076
165,165,165,165,48331,Milam,1993,271426,86674,168126,577,743.6328767000001,0.271426,0.7436328767123288,0.7436328767123288,0.168126
166,166,166,166,48333,Mills,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
167,167,167,167,48335,Mitchell,1993,3977314,735006,14297,5,10896.75068,3.977314,10.896750684931504,10.896750684931504,0.014297
168,168,168,168,48337,Montague,1993,1899124,1693858,413850,2637,5203.079452,1.8991240000000005,5.203079452054794,5.203079452054794,0.41385
169,169,169,169,48339,Montgomery,1993,1648636,10190585,11408629,346090,4516.810959,1.648636,4.5168109589041086,4.5168109589041086,11.408629
170,170,170,170,48341,Moore,1993,555196,6506866,74166681,1961,1521.084932,0.555196,1.5210849315068493,1.521084931506849,74.166681
171,171,171,171,48343,Morris,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
172,172,172,172,48345,Motley,1993,134309,6075,0,0,367.969863,0.13430899999999998,0.3679698630136986,0.3679698630136986,0.0
173,173,173,173,48347,Nacogdoches,1993,16651,396645,25976499,38175,45.61917808,0.016651,0.04561917808219178,0.045619178082191784,25.976499
174,174,174,174,48349,Navarro,1993,560821,324038,1913878,20535,1536.49589,0.560821,1.5364958904109591,1.5364958904109591,1.913878
175,175,175,175,48351,Newton,1993,1976246,12581590,2686856,166552,5414.372603,1.976246,5.414372602739726,5.414372602739726,2.686856
176,176,176,176,48353,Nolan,1993,1924113,3629962,727883,3974,5271.542466,1.924113,5.271542465753424,5.271542465753424,0.727883
177,177,177,177,48355,Nueces,1993,1254862,2424579,45075704,637467,3437.978082,1.254862,3.4379780821917807,3.4379780821917807,45.075704
178,178,178,178,48357,Ochiltree,1993,1174527,5717012,27823301,97352,3217.882192,1.174527,3.217882191780822,3.217882191780822,27.823301
179,179,179,179,48359,Oldham,1993,270351,38969,649713,0,740.6876712000003,0.270351,0.7406876712328767,0.7406876712328767,0.649713
180,180,180,180,48361,Orange,1993,2009069,2308050,19579367,1202964,5504.2986299999975,2.009069,5.5042986301369865,5.5042986301369865,19.579367
181,181,181,181,48363,Palo Pinto,1993,247827,1927011,15841397,51492,678.9780822,0.247827,0.6789780821917808,0.6789780821917808,15.841397
182,182,182,182,48365,Panola,1993,449068,2608330,244325089,1404036,1230.323288,0.449068,1.230323287671233,1.230323287671233,244.325089
183,183,183,183,48367,Parker,1993,10245,76730,10374527,13062,28.06849315,0.010245,0.02806849315068493,0.02806849315068493,10.374527
184,184,184,184,48369,Parmer,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
185,185,185,185,48371,Pecos,1993,20717384,69592165,240698325,558159,56759.95616,20.717384,56.759956164383574,56.75995616438357,240.698325
186,186,186,186,48373,Polk,1993,731102,504645,11132743,347121,2003.019178,0.731102,2.0030191780821918,2.003019178082192,11.132743
187,187,187,187,48375,Potter,1993,299445,869380,34656723,231,820.3972603,0.299445,0.8203972602739726,0.8203972602739726,34.656723
188,188,188,188,48377,Presidio,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
189,189,189,189,48379,Rains,1993,0,0,12071745,25,0.0,0.0,0.0,0.0,12.071745
190,190,190,190,48381,Randall,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
191,191,191,191,48383,Reagan,1993,5467816,29058663,1252248,31556,14980.31781,5.467816,14.980317808219178,14.980317808219178,1.252248
192,192,192,192,48385,Real,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
193,193,193,193,48387,Red River,1993,241205,22346,0,0,660.8356163999998,0.24120500000000006,0.6608356164383562,0.6608356164383562,0.0
194,194,194,194,48389,Reeves,1993,1242295,2652536,31873355,51511,3403.547945000001,1.242295,3.40354794520548,3.4035479452054798,31.873355
195,195,195,195,48391,Refugio,1993,6800782,24911517,22350066,46357,18632.27945,6.800782000000001,18.6322794520548,18.6322794520548,22.350066
196,196,196,196,48393,Roberts,1993,356851,4133736,20410525,120789,977.6739726,0.35685100000000003,0.9776739726027396,0.9776739726027396,20.410525
197,197,197,197,48395,Robertson,1993,223682,129225,8892385,465,612.8273972999998,0.223682,0.6128273972602739,0.6128273972602739,8.892385
198,198,198,198,48397,Rockwall,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
199,199,199,199,48399,Runnels,1993,961576,1951111,554624,725,2634.454795,0.961576,2.6344547945205483,2.6344547945205483,0.554624
200,200,200,200,48401,Rusk,1993,5549620,3307523,68582011,389318,15204.43836,5.54962,15.204438356164385,15.204438356164385,68.582011
201,201,201,201,48403,Sabine,1993,757991,3377636,5413,0,2076.687671,0.757991,2.076687671232877,2.076687671232877,0.005413
202,202,202,202,48405,San Augustine,1993,207741,279729,11396,0,569.1534247000002,0.207741,0.5691534246575343,0.5691534246575343,0.011396
203,203,203,203,48407,San Jacinto,1993,61733,239419,6142293,225151,169.1315068,0.061733,0.16913150684931508,0.16913150684931508,6.142293
204,204,204,204,48409,San Patricio,1993,1081809,3659361,15588334,230400,2963.860274,1.081809,2.9638602739726028,2.9638602739726028,15.588334
205,205,205,205,48411,San Saba,1993,0,0,0,0,0.0,0.0,0.0,0.0,0.0
206,206,206,206,48413,Schleicher,1993,612996,2143808,16061182,80360,1679.441096,0.612996,1.679441095890411,1.679441095890411,16.061182
207,207,207,207,48415,Scurry,1993,10064113,34873441,0,0,27572.91233000001,10.064113,27.572912328767124,27.572912328767124,0.0
208,208,208,208,48417,Shackelford,1993,1450505,2109089,2647930,6207,3973.986301,1.450505,3.9739863013698633,3.9739863013698633,2.64793
209,209,209,209,48419,Shelby,1993,49327,115615,8252133,28493,135.1424658,0.049327,0.13514246575342465,0.13514246575342465,8.252133
210,210,210,210,48421,Sherman,1993,398232,438856,36506311,34001,1091.046575,0.398232,1.0910465753424659,1.091046575342466,36.506311
211,211,211,211,48423,Smith,1993,2197507,5373182,14118227,214275,6020.567123,2.197507,6.020567123287671,6.0205671232876705,14.118227
212,212,212,212,48425,Somervell,1993,0,0,23543,0,0.0,0.0,0.0,0.0,0.023543
213,213,213,213,48427,Starr,1993,647137,1362584,96215915,945840,1772.978082,0.647137,1.7729780821917809,1.7729780821917809,96.215915
214,214,214,214,48429,Stephens,1993,4812176,3254250,7437998,29103,13184.04384,4.812176,13.184043835616439,13.184043835616439,7.437998
215,215,215,215,48431,Sterling,1993,2570110,39399578,16032502,88386,7041.39726,2.57011,7.041397260273973,7.041397260273973,16.032502
