FIPS,County,Year,Oil (bbl),Casinghead (mcf),GW Gas (mcf),Condensate (bbl),Daily Rate (bbl/day),Oil (Million BBL),Daily Oil Rate (Thousand BBL/DAY),Growth Rate (%),Daily,Counties Over 1000 BBL since 2010,Counties Over 1000 BBL,Cumulative Oil (bbl),Natural Gas from Gas Wells (Billion Cubic Feet)
48217,Hill,2019,0,0,9200969,6,0,0,0,-100,0,0,0,8040,9.200969
48219,Hockley,2019,11908854,11458268,25704,1404,32626.99726,11.908854,32.62699726,-3,32.62699726,0,0,344445454,0.025704
48221,Hood,2019,0,0,32177320,63919,0,0,0,0,0,0,0,5778,32.17732
48223,Hopkins,2019,153160,85808,60524,4154,419.6164384,0.15316,0.419616438,-3,0.419616438,0,0,5178433,0.060524
48225,Houston,2019,506093,558248,2829697,178624,1386.556164,0.506093,1.386556164,-12,1.386556164,0,0,17149785,2.829697
48227,Howard,2019,84205253,132117236,189426,1704,230699.3233,84.205253,230.6993233,26,230.6993233,0,0,350033580,0.189426
48229,Hudspeth,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
48231,Hunt,2019,459,0,0,0,1.257534247,0.000459,0.001257534,-24,0.001257534,0,0,2846,0
48233,Hutchinson,2019,478735,2029296,4016365,114401,1311.60274,0.478735,1.31160274,-8,1.31160274,0,0,15192193,4.016365
48235,Irion,2019,13046685,132169097,1131882,13239,35744.34247,13.046685,35.74434247,23,35.74434247,0,0,120061912,1.131882
48237,Jack,2019,844682,7765535,7439403,93381,2314.19726,0.844682,2.31419726,18,2.31419726,0,0,18787188,7.439403
48239,Jackson,2019,2318374,513733,2217449,39736,6351.709589,2.318374,6.351709589,8,6.351709589,0,0,19313474,2.217449
48241,Jasper,2019,302899,437581,9039542,502606,829.860274,0.302899,0.829860274,-36,0.829860274,0,0,5333457,9.039542
48243,Jeff Davis,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
48245,Jefferson,2019,518575,456427,4835111,289415,1420.753425,0.518575,1.420753425,-16,1.420753425,0,0,16883229,4.835111
48247,Jim Hogg,2019,13537,1029,5994208,66144,37.08767123,0.013537,0.037087671,-9,0.037087671,0,0,822112,5.994208
48249,Jim Wells,2019,80966,258479,2523250,15975,221.8246575,0.080966,0.221824658,2,0.221824658,0,0,2545475,2.52325
48251,Johnson,2019,0,0,162050979,10197,0,0,0,0,0,0,0,0,162.050979
48253,Jones,2019,419729,189797,10079,349,1149.942466,0.419729,1.149942466,0,1.149942466,0,0,13799605,0.010079
48255,Karnes,2019,107694159,218984931,147971105,15930668,295052.4904,107.694159,295.0524904,0,295.0524904,0,0,727776132,147.971105
48257,Kaufman,2019,57783,27339,0,0,158.309589,0.057783,0.158309589,11,0.158309589,0,0,1483594,0
48259,Kendall,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
48261,Kenedy,2019,115761,184494,28523575,259123,317.1534247,0.115761,0.317153425,1,0.317153425,0,0,2383156,28.523575
48263,Kent,2019,3220475,6728862,0,0,8823.219178,3.220475,8.823219178,-6,8.823219178,0,0,92020101,0
48265,Kerr,2019,0,0,0,0,0,0,0,0,0,0,0,1889,0
48267,Kimble,2019,259,0,0,0,0.709589041,0.000259,0.000709589,-16,0.000709589,0,0,7425,0
48269,King,2019,1814828,268413,136265,240,4972.131507,1.814828,4.972131507,-3,4.972131507,0,0,39716829,0.136265
48271,Kinney,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
48273,Kleberg,2019,50053,158829,9224731,211296,137.1315068,0.050053,0.137131507,-28,0.137131507,0,0,3026420,9.224731
48275,Knox,2019,176850,114461,0,0,484.5205479,0.17685,0.484520548,4,0.484520548,0,0,4574603,0
48277,La Salle,2019,60195807,117305851,161566512,3858115,164920.0192,60.195807,164.9200192,2,164.9200192,0,0,459506858,161.566512
48279,Lamar,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
48281,Lamb,2019,205776,185028,0,0,563.769863,0.205776,0.563769863,-9,0.563769863,0,0,11720826,0
48283,Lampasas,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
48285,Lavaca,2019,7042524,13305103,28458960,1377682,19294.5863,7.042524,19.2945863,18,19.2945863,0,0,45957488,28.45896
48287,Lee,2019,2170058,3996798,606624,21124,5945.364384,2.170058,5.945364384,-4,5.945364384,0,0,30846289,0.606624
48289,Leon,2019,609161,1585678,34651413,36605,1668.934247,0.609161,1.668934247,-19,1.668934247,0,0,23486711,34.651413
48291,Liberty,2019,783773,617547,7085366,195376,2147.323288,0.783773,2.147323288,-5,2.147323288,0,0,26588456,7.085366
48293,Limestone,2019,63382,12,30956000,20466,173.6493151,0.063382,0.173649315,-3,0.173649315,0,0,1761435,30.956
48295,Lipscomb,2019,1014080,11122793,35461903,1472968,2778.30137,1.01408,2.77830137,-12,2.77830137,0,0,27948550,35.461903
48297,Live Oak,2019,12375818,35213831,56275396,4029810,33906.35068,12.375818,33.90635068,50,33.90635068,0,0,92740683,56.275396
48299,Llano,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
48301,Loving,2019,87503770,207531632,202687795,34717122,239736.3562,87.50377,239.7363562,17,239.7363562,0,0,294152404,202.687795
48303,Lubbock,2019,945046,69107,0,0,2589.167123,0.945046,2.589167123,-4,2.589167123,0,0,28134134,0
48305,Lynn,2019,275045,111266,0,0,753.5479452,0.275045,0.753547945,-13,0.753547945,0,0,6801543,0
48307,Mcculloch,2019,43345,0,0,0,118.7534247,0.043345,0.118753425,4,0.118753425,0,0,1448453,0
48309,Mclennan,2019,744,0,0,0,2.038356164,0.000744,0.002038356,26,0.002038356,0,0,23145,0
48311,Mcmullen,2019,30214259,48923397,54841152,2280477,82778.79178,30.214259,82.77879178,-3,82.77879178,0,0,282358977,54.841152
48313,Madison,2019,2810028,6832151,1903320,147256,7698.706849,2.810028,7.698706849,16,7.698706849,0,0,41897267,1.90332
48315,Marion,2019,440093,152998,1282466,21554,1205.734247,0.440093,1.205734247,-22,1.205734247,0,0,4014855,1.282466
48317,Martin,2019,124254767,215786099,8028,114,340424.0192,124.254767,340.4240192,31,340.4240192,0,0,555179915,0.008028
48319,Mason,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
48321,Matagorda,2019,172445,128540,6511460,164461,472.4520548,0.172445,0.472452055,-28,0.472452055,0,0,9035093,6.51146
48323,Maverick,2019,1122381,3105741,1674466,44007,3075.016438,1.122381,3.075016438,32,3.075016438,0,0,21874021,1.674466
48325,Medina,2019,95569,217,6281,0,261.8328767,0.095569,0.261832877,-9,0.261832877,0,0,2178358,0.006281
48327,Menard,2019,96541,4182,11262,159,264.4958904,0.096541,0.26449589,1,0.26449589,0,0,2881436,0.011262
48329,Midland,2019,185436175,431354433,4177306,89504,508044.3151,185.436175,508.0443151,21,508.0443151,0,0,801642469,4.177306
48331,Milam,2019,2461019,1280409,16754,220,6742.517808,2.461019,6.742517808,165,6.742517808,0,0,13734038,0.016754
48333,Mills,2019,0,0,3390,0,0,0,0,0,0,0,0,0,0.00339
48335,Mitchell,2019,2408403,747248,0,0,6598.364384,2.408403,6.598364384,-8,6.598364384,0,0,66454330,0
48337,Montague,2019,957589,9728744,42812951,419265,2623.531507,0.957589,2.623531507,-6,2.623531507,0,0,32174522,42.812951
48339,Montgomery,2019,837502,1511557,2648612,43705,2294.526027,0.837502,2.294526027,0,2.294526027,0,0,18593433,2.648612
48341,Moore,2019,245060,1061121,18460510,9104,671.3972603,0.24506,0.67139726,-5,0.67139726,0,0,5750443,18.46051
48343,Morris,2019,26124,26641,0,0,71.57260274,0.026124,0.071572603,-17,0.071572603,1,1,100391,0
48345,Motley,2019,38937,5199,0,0,106.6767123,0.038937,0.106676712,6,0.106676712,0,0,764885,0
48347,Nacogdoches,2019,9393,37669,87720152,56270,25.73424658,0.009393,0.025734247,-20,0.025734247,0,0,151801,87.720152
48349,Navarro,2019,131801,121570,351254,11800,361.0986301,0.131801,0.36109863,-8,0.36109863,0,0,5801843,0.351254
48351,Newton,2019,521721,809634,2305591,135184,1429.372603,0.521721,1.429372603,0,1.429372603,0,0,12207215,2.305591
48353,Nolan,2019,1127165,1686885,282602,645,3088.123288,1.127165,3.088123288,-2,3.088123288,0,0,30165211,0.282602
48355,Nueces,2019,164178,259982,8333068,233284,449.8027397,0.164178,0.44980274,-7,0.44980274,0,0,8786389,8.333068
48357,Ochiltree,2019,4075491,19039150,12261413,353048,11165.72877,4.075491,11.16572877,-16,11.16572877,0,0,68142404,12.261413
48359,Oldham,2019,263333,612875,34169,0,721.460274,0.263333,0.721460274,-29,0.721460274,0,0,8128964,0.034169
48361,Orange,2019,424871,1023825,4284054,258121,1164.030137,0.424871,1.164030137,1,1.164030137,0,0,9842244,4.284054
48363,Palo Pinto,2019,102657,2073692,6499236,40137,281.2520548,0.102657,0.281252055,-11,0.281252055,0,0,5065268,6.499236
48365,Panola,2019,239492,1741557,443381690,1484321,656.1424658,0.239492,0.656142466,-16,0.656142466,0,0,8071782,443.38169
48367,Parker,2019,770,137354,56012122,67646,2.109589041,0.00077,0.002109589,-45,0.002109589,0,0,126315,56.012122
48369,Parmer,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
48371,Pecos,2019,33822251,71369642,40042702,46914,92663.70137,33.822251,92.66370137,30,92.66370137,0,0,259483825,40.042702
48373,Polk,2019,444952,275201,24909476,564880,1219.046575,0.444952,1.219046575,10,1.219046575,0,0,10466522,24.909476
48375,Potter,2019,610517,3562194,5853363,155643,1672.649315,0.610517,1.672649315,-44,1.672649315,0,0,7299863,5.853363
48377,Presidio,2019,0,0,0,0,0,0,0,0,0,0,0,85,0
48379,Rains,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
48381,Randall,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
48383,Reagan,2019,52080398,270722279,977180,12437,142686.0219,52.080398,142.6860219,10,142.6860219,0,0,328765329,0.97718
48385,Real,2019,1015,0,26460,0,2.780821918,0.001015,0.002780822,1461,0.002780822,1,1,29934,0.02646
48387,Red River,2019,71767,0,0,0,196.6219178,0.071767,0.196621918,-7,0.196621918,0,0,3100701,0
48389,Reeves,2019,114619387,318011644,774801547,80589897,314025.7178,114.619387,314.0257178,26,314.0257178,0,0,396072994,774.801547
48391,Refugio,2019,2083584,7214053,1487220,14254,5708.449315,2.083584,5.708449315,-8,5.708449315,0,0,70536692,1.48722
48393,Roberts,2019,1475858,13853941,24228748,386864,4043.446575,1.475858,4.043446575,1,4.043446575,0,0,23479517,24.228748
48395,Robertson,2019,1835092,757697,58279616,5018,5027.649315,1.835092,5.027649315,46,5.027649315,0,0,29853545,58.279616
48397,Rockwall,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
48399,Runnels,2019,337549,728885,124706,945,924.7917808,0.337549,0.924791781,-3,0.924791781,0,0,10335553,0.124706
48401,Rusk,2019,1370881,1984277,107960020,591224,3755.838356,1.370881,3.755838356,-3,3.755838356,0,0,42526062,107.96002
48403,Sabine,2019,951,2628,862437,0,2.605479452,0.000951,0.002605479,-60,0.002605479,0,0,209687,0.862437
48405,San Augustine,2019,16040,279089,226230841,20724,43.94520548,0.01604,0.043945205,-7,0.043945205,0,0,571525,226.230841
48407,San Jacinto,2019,40537,18134,2312383,90182,111.060274,0.040537,0.111060274,-20,0.111060274,0,0,1281897,2.312383
48409,San Patricio,2019,377519,730489,4862696,218578,1034.29863,0.377519,1.03429863,-11,1.03429863,0,0,8706496,4.862696
48411,San Saba,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
48413,Schleicher,2019,265012,2155395,4467218,35290,726.060274,0.265012,0.726060274,-12,0.726060274,0,0,8353588,4.467218
48415,Scurry,2019,15277814,40425763,0,0,41857.02466,15.277814,41.85702466,0,41.85702466,0,0,281636232,0
48417,Shackelford,2019,352044,440832,846892,13832,964.5041096,0.352044,0.96450411,-10,0.96450411,0,0,13210595,0.846892
48419,Shelby,2019,25129,395349,75518617,28362,68.84657534,0.025129,0.068846575,-11,0.068846575,0,0,1561564,75.518617
48421,Sherman,2019,63340,27660,11743184,1253,173.5342466,0.06334,0.173534247,4,0.173534247,0,0,1843192,11.743184
48423,Smith,2019,1272086,1112025,21222619,280206,3485.167123,1.272086,3.485167123,11,3.485167123,0,0,24319466,21.222619
48425,Somervell,2019,0,0,3614368,3515,0,0,0,0,0,0,0,0,3.614368
48427,Starr,2019,336880,682481,33793611,399053,922.9589041,0.33688,0.922958904,-30,0.922958904,0,0,11131944,33.793611
48429,Stephens,2019,1789658,2333554,6588173,43606,4903.172603,1.789658,4.903172603,-1,4.903172603,0,0,44564961,6.588173
48431,Sterling,2019,671113,5065617,2367970,23357,1838.665753,0.671113,1.838665753,-7,1.838665753,0,0,21172906,2.36797
48433,Stonewall,2019,1776394,3398783,0,0,4866.832877,1.776394,4.866832877,-12,4.866832877,0,0,31593129,0
48435,Sutton,2019,28460,55570,21029817,38222,77.97260274,0.02846,0.077972603,40,0.077972603,0,0,804402,21.029817
48437,Swisher,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
48439,Tarrant,2019,0,0,390828022,7497,0,0,0,0,0,0,0,0,390.828022
48441,Taylor,2019,348500,150155,14195,0,954.7945205,0.3485,0.954794521,-13,0.954794521,0,0,9431067,0.014195
48443,Terrell,2019,29592,364054,19281410,68043,81.0739726,0.029592,0.081073973,-8,0.081073973,0,0,576547,19.28141
48445,Terry,2019,3034182,1657045,0,0,8312.827397,3.034182,8.312827397,-10,8.312827397,0,0,83806718,0
48447,Throckmorton,2019,690319,2214806,105312,5366,1891.284932,0.690319,1.891284932,-20,1.891284932,0,0,17583506,0.105312
48449,Titus,2019,403777,1318,0,0,1106.238356,0.403777,1.106238356,-5,1.106238356,0,0,9910274,0
48451,Tom Green,2019,477678,2394829,407450,10523,1308.706849,0.477678,1.308706849,-4,1.308706849,0,0,9935604,0.40745
48453,Travis,2019,4281,0,0,0,11.72876712,0.004281,0.011728767,8,0.011728767,0,0,57413,0
48455,Trinity,2019,19297,0,135727,2254,52.86849315,0.019297,0.052868493,-17,0.052868493,0,0,1019899,0.135727
48457,Tyler,2019,391652,429749,7108999,737656,1073.019178,0.391652,1.073019178,-16,1.073019178,0,0,8374877,7.108999
48459,Upshur,2019,81043,26260,22449639,210617,222.0356164,0.081043,0.222035616,-9,0.222035616,0,0,2678180,22.449639
48461,Upton,2019,73090346,234906689,10016637,173281,200247.5233,73.090346,200.2475233,15,200.2475233,0,0,508601680,10.016637
48463,Uvalde,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
48465,Val Verde,2019,1306,0,3032637,23,3.578082192,0.001306,0.003578082,-34,0.003578082,1,1,21963,3.032637
48467,Van Zandt,2019,448852,206891,1984240,6456,1229.731507,0.448852,1.229731507,-6,1.229731507,0,0,16542878,1.98424
48469,Victoria,2019,1706038,1223779,2304390,43895,4674.076712,1.706038,4.674076712,-9,4.674076712,0,0,15679859,2.30439
48471,Walker,2019,65396,609438,717230,38471,179.1671233,0.065396,0.179167123,48,0.179167123,0,0,405864,0.71723
48473,Waller,2019,152145,69,1366133,10446,416.8356164,0.152145,0.416835616,-26,0.416835616,0,0,13574540,1.366133
48475,Ward,2019,48585058,103521293,28153069,2814915,133109.7479,48.585058,133.1097479,33,133.1097479,0,0,311898477,28.153069
48477,Washington,2019,451789,2574318,75601107,1708004,1237.778082,0.451789,1.237778082,-37,1.237778082,0,0,9008278,75.601107
