FIPS,County,Year,Oil (bbl),Casinghead (mcf),GW Gas (mcf),Condensate (bbl),Daily Rate (bbl/day),Oil (Million BBL),Daily Oil Rate (Thousand BBL/DAY),Growth Rate (%),Daily,Counties Over 1000 BBL since 2010,Counties Over 1000 BBL,Cumulative Oil (bbl),Natural Gas from Gas Wells (Billion Cubic Feet)
48439,Tarrant,2012,0,0,821783591,31595,0,0,0,0,0,0,0,0,821.783591
48441,Taylor,2012,393589,139643,71635,228,1078.326027,0.393589,1.078326027,0,1.078326027,0,0,6643116,0.071635
48443,Terrell,2012,9143,300425,38087927,64410,25.04931507,0.009143,0.025049315,0,0.025049315,0,0,321530,38.087927
48445,Terry,2012,4197466,895543,6150,0,11499.90685,4.197466,11.49990685,0,11.49990685,0,0,57097203,0.00615
48447,Throckmorton,2012,634459,952398,188545,1890,1738.243836,0.634459,1.738243836,0,1.738243836,0,0,11114905,0.188545
48449,Titus,2012,466555,1711,0,0,1278.232877,0.466555,1.278232877,0,1.278232877,0,0,6345773,0
48451,Tom Green,2012,458617,1085629,736935,8245,1256.484932,0.458617,1.256484932,0,1.256484932,0,0,6768123,0.736935
48453,Travis,2012,3403,0,0,0,9.323287671,0.003403,0.009323288,0,0.009323288,0,0,28990,0
48455,Trinity,2012,56226,31738,363990,2240,154.0438356,0.056226,0.154043836,0,0.154043836,0,0,784758,0.36399
48457,Tyler,2012,413750,724458,20303759,1875458,1133.561644,0.41375,1.133561644,0,1.133561644,0,0,4368270,20.303759
48459,Upshur,2012,126265,43746,29814365,288388,345.9315068,0.126265,0.345931507,0,0.345931507,0,0,1919369,29.814365
48461,Upton,2012,23369714,71152433,24622770,434411,64026.6137,23.369714,64.0266137,0,64.0266137,0,0,170631290,24.62277
48463,Uvalde,2012,0,0,1129,0,0,0,0,0,0,0,0,0,0.001129
48465,Val Verde,2012,663,2324,7721423,57,1.816438356,0.000663,0.001816438,0,0.001816438,0,0,13014,7.721423
48467,Van Zandt,2012,507659,259082,3863084,3609,1390.846575,0.507659,1.390846575,0,1.390846575,0,0,12852489,3.863084
48469,Victoria,2012,537002,501436,5931435,57207,1471.238356,0.537002,1.471238356,0,1.471238356,0,0,8631224,5.931435
48471,Walker,2012,2227,8432,605215,6476,6.101369863,0.002227,0.00610137,0,0.00610137,0,0,33438,0.605215
48473,Waller,2012,451895,97729,2720714,26360,1238.068493,0.451895,1.238068493,0,1.238068493,0,0,11592745,2.720714
48475,Ward,2012,19676216,38670794,22722840,388150,53907.4411,19.676216,53.9074411,0,53.9074411,0,0,110823592,22.72284
48477,Washington,2012,287625,2024644,10198750,93745,788.0136986,0.287625,0.788013699,0,0.788013699,0,0,5452982,10.19875
48479,Webb,2012,174568,248718,505458754,11650600,478.2684932,0.174568,0.478268493,0,0.478268493,0,0,2032913,505.458754
48481,Wharton,2012,1151208,828256,28679368,463680,3153.994521,1.151208,3.153994521,0,3.153994521,0,0,15350141,28.679368
48483,Wheeler,2012,5353417,19309137,263261811,11371339,14666.89589,5.353417,14.66689589,0,14.66689589,0,0,18154417,263.261811
48485,Wichita,2012,2175934,285126,0,0,5961.463014,2.175934,5.961463014,0,5.961463014,0,0,28179908,0
48487,Wilbarger,2012,757723,44008,5288,0,2075.953425,0.757723,2.075953425,0,2.075953425,0,0,9079825,0.005288
48489,Willacy,2012,306100,230982,11551667,157160,838.630137,0.3061,0.838630137,0,0.838630137,0,0,5751132,11.551667
48491,Williamson,2012,7662,0,0,0,20.99178082,0.007662,0.020991781,0,0.020991781,0,0,119842,0
48493,Wilson,2012,2606616,1122924,12546,234,7141.413699,2.606616,7.141413699,0,7.141413699,0,0,9686883,0.012546
48495,Winkler,2012,3684223,10522282,16330518,50564,10093.76164,3.684223,10.09376164,0,10.09376164,0,0,50180139,16.330518
48497,Wise,2012,273543,3640243,254242062,1189016,749.4328767,0.273543,0.749432877,0,0.749432877,0,0,5063158,254.242062
48499,Wood,2012,3486150,24121454,4963055,19938,9551.09589,3.48615,9.55109589,0,9.55109589,0,0,58458257,4.963055
48501,Yoakum,2012,21342245,24965434,374545,0,58471.90411,21.342245,58.47190411,0,58.47190411,0,0,310736697,0.374545
48503,Young,2012,1233423,1550824,1322252,19687,3379.241096,1.233423,3.379241096,0,3.379241096,0,0,17553151,1.322252
48505,Zapata,2012,39764,36850,151332217,138660,108.9424658,0.039764,0.108942466,0,0.108942466,0,0,494464,151.332217
48507,Zavala,2012,3168690,1380065,499789,130,8681.342466,3.16869,8.681342466,0,8.681342466,0,0,13133991,0.499789
