,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FIPS,County,Year,Oil (bbl),Casinghead (mcf),GW Gas (mcf),Condensate (bbl),Daily Rate (bbl/day),Oil (Million BBL),Daily Oil Rate (Thousand BBL/DAY),Daily,Natural Gas from Gas Wells (Billion Cubic Feet)
44,44,44,44,48089,Colorado,2000,370980,2286200,32952196,381726,1016.383562,0.37098,1.0163835616438357,1.0163835616438357,32.952196
45,45,45,45,48091,Comal,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
46,46,46,46,48093,Comanche,2000,6406,111796,722515,1292,17.55068493,0.006406,0.017550684931506848,0.017550684931506848,0.722515
47,47,47,47,48095,Concho,2000,1056472,2271222,594142,1407,2894.443836,1.056472,2.8944438356164377,2.8944438356164377,0.594142
48,48,48,48,48097,Cooke,2000,1679763,500631,112526,262,4602.090411,1.679763,4.602090410958904,4.602090410958904,0.112526
49,49,49,49,48099,Coryell,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
50,50,50,50,48101,Cottle,2000,48207,70606,4410509,34235,132.0739726,0.048207,0.13207397260273973,0.13207397260273973,4.410509
51,51,51,51,48103,Crane,2000,11523307,61606798,12646744,67953,31570.70411,11.523307,31.570704109589038,31.570704109589038,12.646744
52,52,52,52,48105,Crockett,2000,3023285,7853984,115823140,246024,8282.972603,3.023285,8.282972602739726,8.282972602739726,115.82314
53,53,53,53,48107,Crosby,2000,803404,112852,0,0,2201.106849,0.803404,2.2011068493150683,2.2011068493150683,0.0
54,54,54,54,48109,Culberson,2000,100136,114880,947609,0,274.3452055,0.100136,0.2743452054794521,0.2743452054794521,0.947609
55,55,55,55,48111,Dallam,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
56,56,56,56,48113,Dallas,2000,0,0,13130,0,0.0,0.0,0.0,0.0,0.01313
57,57,57,57,48115,Dawson,2000,6021827,5162003,0,0,16498.15616,6.021827,16.498156164383563,16.498156164383563,0.0
58,58,58,58,48117,Deaf Smith,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
59,59,59,59,48119,Delta,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
60,60,60,60,48121,Denton,2000,11315,232,28101712,43424,31.0,0.011315,0.031,0.031,28.101712
61,61,61,61,48123,DeWitt,2000,120154,81214,19047470,126208,329.18904110000005,0.120154,0.3291890410958904,0.3291890410958904,19.04747
62,62,62,62,48125,Dickens,2000,724671,98100,0,0,1985.4,0.724671,1.9854,1.9854,0.0
63,63,63,63,48127,Dimmit,2000,611246,1045640,828423,3235,1674.646575,0.611246,1.6746465753424655,1.6746465753424655,0.828423
64,64,64,64,48129,Donley,2000,0,0,25109,0,0.0,0.0,0.0,0.0,0.025109
65,65,65,65,48131,Duval,2000,1365235,597182,51267731,219093,3740.369863,1.365235,3.7403698630136986,3.7403698630136986,51.267731
66,66,66,66,48133,Eastland,2000,339436,1168714,4499985,23261,929.9616438,0.339436,0.9299616438356164,0.9299616438356164,4.499985
67,67,67,67,48135,Ector,2000,21922647,26301690,24338807,10940,60062.04658,21.922647,60.062046575342464,60.062046575342464,24.338807
68,68,68,68,48137,Edwards,2000,5245,24,24664146,5206,14.36986301,0.0052450000000000005,0.01436986301369863,0.01436986301369863,24.664146
69,69,69,69,48139,Ellis,2000,2461,17,0,0,6.742465752999999,0.002461,0.006742465753424657,0.006742465753424657,0.0
70,70,70,70,48141,El Paso ,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
71,71,71,71,48143,Erath,2000,52,18614,2928694,885,0.142465753,5.2e-05,0.00014246575342465753,0.00014246575342465753,2.928694
72,72,72,72,48145,Falls,2000,3525,53,12406,52,9.657534247000001,0.003525,0.009657534246575342,0.009657534246575342,0.012406
73,73,73,73,48147,Fannin,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
74,74,74,74,48149,Fayette,2000,2305038,16283145,33781136,857277,6315.172603,2.305038,6.315172602739726,6.315172602739726,33.781136
75,75,75,75,48151,Fisher,2000,1068730,1556293,96108,368,2928.027397,1.06873,2.9280273972602737,2.9280273972602737,0.096108
76,76,76,76,48153,Floyd,2000,1579,0,0,0,4.326027397,0.001579,0.004326027397260274,0.004326027397260274,0.0
77,77,77,77,48155,Foard,2000,197011,9220,1379307,0,539.7561644,0.197011,0.5397561643835617,0.5397561643835617,1.379307
78,78,78,78,48157,Fort Bend,2000,1939431,2027419,34108324,539581,5313.509589,1.939431,5.313509589041097,5.313509589041097,34.108324
79,79,79,79,48159,Franklin,2000,401220,292369,5596329,69782,1099.232877,0.40122,1.0992328767123287,1.0992328767123287,5.596329
80,80,80,80,48161,Freestone,2000,85993,59639,139011120,144981,235.5972603,0.085993,0.2355972602739726,0.2355972602739726,139.01112
81,81,81,81,48163,Frio,2000,854764,613767,698065,565,2341.819178,0.854764,2.3418191780821918,2.341819178082192,0.698065
82,82,82,82,48165,Gaines,2000,33643818,54260256,9010671,4441,92174.84384,33.643818,92.17484383561644,92.17484383561644,9.010671
83,83,83,83,48167,Galveston,2000,734997,919961,39085827,2539541,2013.690411,0.734997,2.013690410958904,2.013690410958904,39.085827
84,84,84,84,48169,Garza,2000,5578172,1209339,0,0,15282.66301,5.578172,15.282663013698633,15.282663013698633,0.0
85,85,85,85,48171,Gillespie,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
86,86,86,86,48173,Glasscock,2000,5378258,16880839,1439381,22498,14734.953419999998,5.378258,14.734953424657535,14.734953424657535,1.439381
87,87,87,87,48175,Goliad,2000,462091,1534711,37296248,335341,1266.00274,0.462091,1.2660027397260274,1.2660027397260274,37.296248
88,88,88,88,48177,Gonzales,2000,536257,336385,1220291,10930,1469.19726,0.536257,1.4691972602739731,1.469197260273973,1.220291
89,89,89,89,48179,Gray,2000,1876162,4273638,13079269,4518,5140.169863,1.876162,5.140169863013699,5.140169863013699,13.079269
90,90,90,90,48181,Grayson,2000,1509574,4387517,3571190,36745,4135.819178,1.509574,4.135819178082191,4.135819178082191,3.57119
91,91,91,91,48183,Gregg,2000,5847993,4168604,52925083,219356,16021.898630000005,5.847993,16.021898630136985,16.021898630136985,52.925083
92,92,92,92,48185,Grimes,2000,164812,662416,31707917,193112,451.539726,0.164812,0.4515397260273973,0.4515397260273973,31.707917
93,93,93,93,48187,Guadalupe,2000,976055,170404,9281,165,2674.123288,0.976055,2.674123287671233,2.674123287671233,0.009281
94,94,94,94,48189,Hale,2000,2804997,98814,0,0,7684.923288,2.804997,7.684923287671232,7.684923287671232,0.0
95,95,95,95,48191,Hall,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
96,96,96,96,48193,Hamilton,2000,599,0,53065,474,1.64109589,0.000599,0.001641095890410959,0.001641095890410959,0.053065
97,97,97,97,48195,Hansford,2000,178761,854111,27502976,23770,489.75616439999993,0.178761,0.4897561643835616,0.4897561643835616,27.502976
98,98,98,98,48197,Hardeman,2000,2203273,729019,0,0,6036.364384,2.203273,6.036364383561644,6.036364383561644,0.0
99,99,99,99,48199,Hardin,2000,1253496,1290376,14295367,520840,3434.2356159999995,1.253496,3.4342356164383565,3.4342356164383565,14.295367
100,100,100,100,48201,Harris,2000,2016452,7047734,154204155,703745,5524.526027,2.016452,5.5245260273972585,5.524526027397259,154.204155
101,101,101,101,48203,Harrison,2000,532825,2392175,57283141,340735,1459.794521,0.532825,1.4597945205479452,1.4597945205479452,57.283141
102,102,102,102,48205,Hartley,2000,408090,75,2637572,0,1118.054795,0.40809,1.118054794520548,1.118054794520548,2.637572
103,103,103,103,48207,Haskell,2000,592324,229511,2096,19,1622.805479,0.592324,1.6228054794520548,1.6228054794520548,0.002096
104,104,104,104,48209,Hays,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
105,105,105,105,48211,Hemphill,2000,208398,2123854,80958716,306809,570.9534247,0.208398,0.5709534246575343,0.5709534246575343,80.958716
106,106,106,106,48213,Henderson,2000,1214883,13750421,21983968,43382,3328.446575,1.214883,3.3284465753424657,3.3284465753424657,21.983968
107,107,107,107,48215,Hidalgo,2000,85516,191998,299362366,3911219,234.290411,0.085516,0.2342904109589041,0.2342904109589041,299.362366
108,108,108,108,48217,Hill,2000,1150,11,0,0,3.150684932,0.00115,0.003150684931506849,0.003150684931506849,0.0
109,109,109,109,48219,Hockley,2000,23107040,39783885,174025,2208,63306.9589,23.10704,63.30695890410959,63.30695890410959,0.174025
110,110,110,110,48221,Hood,2000,0,0,1237623,313,0.0,0.0,0.0,0.0,1.237623
111,111,111,111,48223,Hopkins,2000,328040,195701,1504294,10477,898.739726,0.32804,0.8987397260273973,0.8987397260273973,1.504294
112,112,112,112,48225,Houston,2000,839225,475077,2980068,43055,2299.246575,0.839225,2.299246575342466,2.299246575342466,2.980068
113,113,113,113,48227,Howard,2000,7507306,11608408,1751352,11585,20567.96164,7.507306,20.567961643835613,20.567961643835613,1.751352
114,114,114,114,48229,Hudspeth,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
115,115,115,115,48231,Hunt,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
116,116,116,116,48233,Hutchinson,2000,1168939,8065788,13525451,9300,3202.572603,1.168939,3.202572602739726,3.202572602739726,13.525451
117,117,117,117,48235,Irion,2000,1654455,10661385,3638893,31787,4532.753425,1.654455,4.532753424657535,4.532753424657535,3.638893
118,118,118,118,48237,Jack,2000,946183,5052283,13080699,92074,2592.282192,0.946183,2.592282191780822,2.592282191780822,13.080699
119,119,119,119,48239,Jackson,2000,1145922,1589503,24949302,280784,3139.512329,1.145922,3.139512328767123,3.139512328767123,24.949302
120,120,120,120,48241,Jasper,2000,200599,1339022,12094310,465403,549.5863013999998,0.200599,0.549586301369863,0.549586301369863,12.09431
121,121,121,121,48243,Jeff Davis,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
122,122,122,122,48245,Jefferson,2000,932409,2082198,48554665,1549156,2554.545205,0.932409,2.554545205479452,2.5545452054794517,48.554665
123,123,123,123,48247,Jim Hogg,2000,81820,188544,40382762,284594,224.1643836,0.08182,0.22416438356164384,0.22416438356164384,40.382762
124,124,124,124,48249,Jim Wells,2000,194154,639111,11686190,42052,531.9287671,0.194154,0.5319287671232876,0.5319287671232876,11.68619
125,125,125,125,48251,Johnson,2000,0,0,20902,0,0.0,0.0,0.0,0.0,0.020902
126,126,126,126,48253,Jones,2000,824856,601235,126177,1587,2259.879452,0.8248559999999999,2.2598794520547947,2.2598794520547947,0.126177
127,127,127,127,48255,Karnes,2000,288236,732357,8141863,89476,789.6876712000003,0.288236,0.7896876712328768,0.7896876712328768,8.141863
128,128,128,128,48257,Kaufman,2000,84624,22162,0,0,231.8465753,0.084624,0.2318465753424657,0.2318465753424657,0.0
129,129,129,129,48259,Kendall,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
130,130,130,130,48261,Kenedy,2000,260734,272549,42253058,154316,714.3397259999997,0.260734,0.7143397260273973,0.7143397260273973,42.253058
131,131,131,131,48263,Kent,2000,7071562,9812841,0,0,19374.14247,7.071561999999999,19.374142465753426,19.374142465753426,0.0
132,132,132,132,48265,Kerr,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
133,133,133,133,48267,Kimble,2000,429,139,33153,0,1.175342466,0.000429,0.0011753424657534243,0.0011753424657534243,0.033153
134,134,134,134,48269,King,2000,2815102,235217,3746696,20148,7712.608219,2.815102,7.7126082191780805,7.712608219178081,3.746696
135,135,135,135,48271,Kinney,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
136,136,136,136,48273,Kleberg,2000,196414,431783,27931034,137090,538.1205478999998,0.196414,0.5381205479452055,0.5381205479452055,27.931034
137,137,137,137,48275,Knox,2000,366819,5268,0,0,1004.983562,0.366819,1.0049835616438356,1.0049835616438356,0.0
138,138,138,138,48277,La Salle,2000,198232,295232,8656004,83473,543.1013699,0.198232,0.5431013698630137,0.5431013698630137,8.656004
139,139,139,139,48279,Lamar,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
140,140,140,140,48281,Lamb,2000,579833,32758,0,0,1588.583562,0.579833,1.5885835616438355,1.5885835616438355,0.0
141,141,141,141,48283,Lampasas,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
142,142,142,142,48285,Lavaca,2000,175767,409130,118640825,476018,481.5534247,0.175767,0.4815534246575343,0.4815534246575343,118.640825
143,143,143,143,48287,Lee,2000,2139483,13628622,9165708,119263,5861.597260000001,2.139483,5.861597260273973,5.861597260273973,9.165708
144,144,144,144,48289,Leon,2000,1128091,2037684,27416599,97702,3090.660274,1.128091,3.0906602739726026,3.0906602739726026,27.416599
145,145,145,145,48291,Liberty,2000,1593897,1754640,18668284,336699,4366.841096,1.593897,4.366841095890411,4.366841095890411,18.668284
146,146,146,146,48293,Limestone,2000,115706,1865,42502561,76301,317.0027397,0.115706,0.3170027397260274,0.3170027397260274,42.502561
147,147,147,147,48295,Lipscomb,2000,407219,3472563,32402876,117214,1115.668493,0.407219,1.1156684931506848,1.1156684931506848,32.402876
148,148,148,148,48297,Live Oak,2000,420707,646108,29065678,303397,1152.621918,0.420707,1.152621917808219,1.152621917808219,29.065678
149,149,149,149,48299,Llano,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
150,150,150,150,48301,Loving,2000,1369011,3169782,20338382,5996,3750.715068,1.369011,3.7507150684931516,3.750715068493151,20.338382
151,151,151,151,48303,Lubbock,2000,1598882,46482,0,0,4380.49863,1.598882,4.380498630136986,4.380498630136986,0.0
152,152,152,152,48305,Lynn,2000,270212,60579,0,0,740.3068493,0.270212,0.7403068493150685,0.7403068493150685,0.0
153,153,153,153,48307,Mcculloch,2000,75348,57182,44120,0,206.4328767,0.075348,0.2064328767123288,0.2064328767123288,0.04412
154,154,154,154,48309,Mclennan,2000,1518,60,0,0,4.15890411,0.001518,0.004158904109589041,0.004158904109589041,0.0
155,155,155,155,48311,Mcmullen,2000,1171109,4756875,27874333,290500,3208.517808,1.171109,3.2085178082191783,3.2085178082191783,27.874333
156,156,156,156,48313,Madison,2000,463762,593253,5351946,73012,1270.580822,0.463762,1.2705808219178083,1.2705808219178083,5.351946
157,157,157,157,48315,Marion,2000,149657,263930,4466570,77665,410.0191781,0.14965699999999998,0.4100191780821918,0.4100191780821918,4.46657
158,158,158,158,48317,Martin,2000,4955111,11313154,111769,1160,13575.64658,4.9551110000000005,13.575646575342464,13.575646575342464,0.111769
159,159,159,159,48319,Mason,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
160,160,160,160,48321,Matagorda,2000,679781,1968840,49416092,941380,1862.413699,0.6797810000000001,1.862413698630137,1.862413698630137,49.416092
161,161,161,161,48323,Maverick,2000,690840,209918,7880740,57580,1892.712329,0.69084,1.892712328767124,1.8927123287671237,7.88074
162,162,162,162,48325,Medina,2000,91333,469,0,0,250.22739730000004,0.091333,0.250227397260274,0.250227397260274,0.0
163,163,163,163,48327,Menard,2000,111576,33187,325384,7,305.6876711999999,0.111576,0.3056876712328767,0.3056876712328767,0.325384
164,164,164,164,48329,Midland,2000,11135346,40550355,35972771,900985,30507.797260000014,11.135346,30.507797260273968,30.507797260273968,35.972771
165,165,165,165,48331,Milam,2000,921004,440925,25390,174,2523.29863,0.921004,2.5232986301369857,2.5232986301369857,0.02539
166,166,166,166,48333,Mills,2000,0,0,44275,0,0.0,0.0,0.0,0.0,0.044275
167,167,167,167,48335,Mitchell,2000,2953830,471215,0,0,8092.684931999999,2.95383,8.092684931506849,8.092684931506849,0.0
168,168,168,168,48337,Montague,2000,1524204,1535398,327985,3647,4175.901370000001,1.524204,4.175901369863014,4.175901369863014,0.327985
169,169,169,169,48339,Montgomery,2000,985423,2129442,24734241,362292,2699.789041,0.985423,2.6997890410958902,2.6997890410958902,24.734241
170,170,170,170,48341,Moore,2000,323966,3227304,55604276,3682,887.5780822,0.323966,0.8875780821917808,0.8875780821917808,55.604276
171,171,171,171,48343,Morris,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
172,172,172,172,48345,Motley,2000,67940,3042,0,0,186.1369863,0.06794,0.18613698630136985,0.18613698630136985,0.0
173,173,173,173,48347,Nacogdoches,2000,7073,100915,24308973,36460,19.37808219,0.007073,0.019378082191780815,0.019378082191780818,24.308973
174,174,174,174,48349,Navarro,2000,371689,66362,279799,3363,1018.326027,0.371689,1.0183260273972603,1.0183260273972603,0.279799
175,175,175,175,48351,Newton,2000,755958,2889613,2337558,101904,2071.117808,0.755958,2.0711178082191783,2.0711178082191783,2.337558
176,176,176,176,48353,Nolan,2000,1897439,2313531,582282,1659,5198.463014,1.897439,5.19846301369863,5.19846301369863,0.582282
177,177,177,177,48355,Nueces,2000,658148,1465289,49744264,785982,1803.145205,0.658148,1.8031452054794521,1.803145205479452,49.744264
178,178,178,178,48357,Ochiltree,2000,880850,3259168,26648701,108835,2413.287671,0.88085,2.413287671232877,2.4132876712328772,26.648701
179,179,179,179,48359,Oldham,2000,88626,14348,276917,0,242.8109589,0.088626,0.2428109589041096,0.2428109589041096,0.276917
180,180,180,180,48361,Orange,2000,628325,796548,8671929,479335,1721.438356,0.628325,1.7214383561643836,1.7214383561643836,8.671929
181,181,181,181,48363,Palo Pinto,2000,376724,1952086,13121870,27891,1032.120548,0.376724,1.0321205479452056,1.0321205479452056,13.12187
182,182,182,182,48365,Panola,2000,617169,5182173,255794596,1656195,1690.873973,0.617169,1.6908739726027395,1.6908739726027395,255.794596
183,183,183,183,48367,Parker,2000,4746,41101,6741479,6323,13.00273973,0.004746,0.013002739726027395,0.013002739726027395,6.741479
184,184,184,184,48369,Parmer,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
185,185,185,185,48371,Pecos,2000,13374765,43386846,207452040,156336,36643.19178,13.374765,36.64319178082192,36.64319178082192,207.45204
186,186,186,186,48373,Polk,2000,544376,689754,51613129,1869981,1491.441096,0.544376,1.4914410958904107,1.4914410958904107,51.613129
187,187,187,187,48375,Potter,2000,295356,511009,24735604,0,809.1945205,0.295356,0.8091945205479452,0.8091945205479452,24.735604
188,188,188,188,48377,Presidio,2000,74,0,0,0,0.202739726,7.4e-05,0.00020273972602739728,0.00020273972602739728,0.0
189,189,189,189,48379,Rains,2000,0,0,9077577,0,0.0,0.0,0.0,0.0,9.077577
190,190,190,190,48381,Randall,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
191,191,191,191,48383,Reagan,2000,5350012,25437938,3703638,72968,14657.56712,5.350012,14.657567123287675,14.657567123287674,3.703638
192,192,192,192,48385,Real,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
193,193,193,193,48387,Red River,2000,356212,18882,0,0,975.9232877,0.356212,0.9759232876712328,0.9759232876712328,0.0
194,194,194,194,48389,Reeves,2000,772940,2270170,31554473,41217,2117.643836,0.77294,2.1176438356164384,2.1176438356164384,31.554473
195,195,195,195,48391,Refugio,2000,3863903,17191491,24423023,103179,10586.03562,3.863903,10.586035616438355,10.586035616438355,24.423023
196,196,196,196,48393,Roberts,2000,275841,2883960,23337339,135918,755.7287671,0.275841,0.7557287671232876,0.7557287671232876,23.337339
197,197,197,197,48395,Robertson,2000,2634821,1205234,28796935,822,7218.687671,2.634821,7.2186876712328765,7.2186876712328765,28.796935
198,198,198,198,48397,Rockwall,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
199,199,199,199,48399,Runnels,2000,656910,1204064,488808,4962,1799.753425,0.65691,1.7997534246575342,1.7997534246575342,0.488808
200,200,200,200,48401,Rusk,2000,3400719,2150933,77715120,268922,9317.038356,3.400719,9.317038356164383,9.317038356164383,77.71512
201,201,201,201,48403,Sabine,2000,57443,536725,62900,384,157.3780822,0.057443,0.15737808219178082,0.15737808219178082,0.0629
202,202,202,202,48405,San Augustine,2000,36957,399308,149921,1163,101.2520548,0.036957,0.10125205479452057,0.10125205479452057,0.149921
203,203,203,203,48407,San Jacinto,2000,25215,67411,5449269,216837,69.08219178,0.025215,0.06908219178082192,0.06908219178082192,5.449269
204,204,204,204,48409,San Patricio,2000,646403,1804267,14180426,317771,1770.967123,0.646403,1.7709671232876711,1.7709671232876711,14.180426
205,205,205,205,48411,San Saba,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
206,206,206,206,48413,Schleicher,2000,535350,1382731,10869075,52738,1466.712329,0.53535,1.4667123287671229,1.466712328767123,10.869075
207,207,207,207,48415,Scurry,2000,7253025,36959323,0,0,19871.30137,7.253025,19.871301369863012,19.87130136986301,0.0
208,208,208,208,48417,Shackelford,2000,1048992,1886427,3076437,16438,2873.950685,1.048992,2.8739506849315077,2.8739506849315073,3.076437
209,209,209,209,48419,Shelby,2000,22037,110701,15921594,69960,60.37534247,0.022037,0.06037534246575343,0.06037534246575343,15.921594
210,210,210,210,48421,Sherman,2000,197286,226005,27775902,5361,540.509589,0.197286,0.5405095890410959,0.5405095890410959,27.775902
211,211,211,211,48423,Smith,2000,1162035,1925259,6538841,65440,3183.657534,1.162035,3.183657534246575,3.183657534246575,6.538841
212,212,212,212,48425,Somervell,2000,0,0,20908,0,0.0,0.0,0.0,0.0,0.020908
213,213,213,213,48427,Starr,2000,1750601,3247971,127880073,1113594,4796.167122999998,1.750601,4.79616712328767,4.79616712328767,127.880073
214,214,214,214,48429,Stephens,2000,3067258,4040492,8934388,28537,8403.446575,3.0672580000000003,8.403446575342466,8.403446575342466,8.934388
215,215,215,215,48431,Sterling,2000,1006275,13318476,9808118,105722,2756.917808,1.006275,2.7569178082191783,2.7569178082191783,9.808118
216,216,216,216,48433,Stonewall,2000,1762896,650980,336,0,4829.8520549999985,1.762896,4.829852054794522,4.829852054794522,0.000336
217,217,217,217,48435,Sutton,2000,18695,30233,58184049,63873,51.21917808,0.018695,0.05121917808219178,0.05121917808219178,58.184049
218,218,218,218,48437,Swisher,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0
219,219,219,219,48439,Tarrant,2000,0,0,751848,9,0.0,0.0,0.0,0.0,0.751848
220,220,220,220,48441,Taylor,2000,671869,281513,102917,582,1840.736986,0.6718689999999999,1.8407369863013696,1.8407369863013696,0.102917
