FIPS,County,Basin,Hubbert Stage,Cumulative Production,Magnitude,Year,Value
48001,Anderson,None,ERROR,22459703,Small,1993,1377971
48001,Anderson,None,ERROR,22459703,Small,1994,1361731
48001,Anderson,None,ERROR,22459703,Small,1995,1299698
48001,Anderson,None,ERROR,22459703,Small,1996,1186513
48001,Anderson,None,ERROR,22459703,Small,1997,1142332
48001,Anderson,None,ERROR,22459703,Small,1998,1065956
48001,Anderson,None,ERROR,22459703,Small,1999,981184
48001,Anderson,None,ERROR,22459703,Small,2000,937606
48001,Anderson,None,ERROR,22459703,Small,2001,834955
48001,Anderson,None,ERROR,22459703,Small,2002,880463
48001,Anderson,None,ERROR,22459703,Small,2003,939420
48001,Anderson,None,ERROR,22459703,Small,2004,846877
48001,Anderson,None,ERROR,22459703,Small,2005,720265
48001,Anderson,None,ERROR,22459703,Small,2006,741329
48001,Anderson,None,ERROR,22459703,Small,2007,673484
48001,Anderson,None,ERROR,22459703,Small,2008,678626
48001,Anderson,None,ERROR,22459703,Small,2009,638988
48001,Anderson,None,ERROR,22459703,Small,2010,634647
48001,Anderson,None,ERROR,22459703,Small,2011,617815
48001,Anderson,None,ERROR,22459703,Small,2012,617815
48001,Anderson,None,ERROR,22459703,Small,2013,638039
48001,Anderson,None,ERROR,22459703,Small,2014,668451
48001,Anderson,None,ERROR,22459703,Small,2015,629772
48001,Anderson,None,ERROR,22459703,Small,2016,576532
48001,Anderson,None,ERROR,22459703,Small,2017,555191
48001,Anderson,None,ERROR,22459703,Small,2018,619334
48001,Anderson,None,ERROR,22459703,Small,2019,594709
48003,Andrews,Permian,Peak,822946757,Large,1993,33584007
48003,Andrews,Permian,Peak,822946757,Large,1994,32632814
48003,Andrews,Permian,Peak,822946757,Large,1995,31581528
48003,Andrews,Permian,Peak,822946757,Large,1996,30843020
48003,Andrews,Permian,Peak,822946757,Large,1997,30527891
48003,Andrews,Permian,Peak,822946757,Large,1998,29164067
48003,Andrews,Permian,Peak,822946757,Large,1999,26889738
48003,Andrews,Permian,Peak,822946757,Large,2000,26364410
48003,Andrews,Permian,Peak,822946757,Large,2001,26203100
48003,Andrews,Permian,Peak,822946757,Large,2002,26872306
48003,Andrews,Permian,Peak,822946757,Large,2003,24272737
48003,Andrews,Permian,Peak,822946757,Large,2004,23348254
48003,Andrews,Permian,Peak,822946757,Large,2005,23970611
48003,Andrews,Permian,Peak,822946757,Large,2006,24443531
48003,Andrews,Permian,Peak,822946757,Large,2007,24170708
48003,Andrews,Permian,Peak,822946757,Large,2008,24360768
48003,Andrews,Permian,Peak,822946757,Large,2009,23615953
48003,Andrews,Permian,Peak,822946757,Large,2010,28908519
48003,Andrews,Permian,Peak,822946757,Large,2011,33372281
48003,Andrews,Permian,Peak,822946757,Large,2012,33372281
48003,Andrews,Permian,Peak,822946757,Large,2013,34579913
48003,Andrews,Permian,Peak,822946757,Large,2014,37678529
48003,Andrews,Permian,Peak,822946757,Large,2015,38018986
48003,Andrews,Permian,Peak,822946757,Large,2016,36995311
48003,Andrews,Permian,Peak,822946757,Large,2017,37473105
48003,Andrews,Permian,Peak,822946757,Large,2018,42411085
48003,Andrews,Permian,Peak,822946757,Large,2019,37291304
48005,Angelina,Haynesville,Decline,444442,Small,1993,1716
48005,Angelina,Haynesville,Decline,444442,Small,1994,1941
48005,Angelina,Haynesville,Decline,444442,Small,1995,1482
48005,Angelina,Haynesville,Decline,444442,Small,1996,47811
48005,Angelina,Haynesville,Decline,444442,Small,1997,258120
48005,Angelina,Haynesville,Decline,444442,Small,1998,53622
48005,Angelina,Haynesville,Decline,444442,Small,1999,20036
48005,Angelina,Haynesville,Decline,444442,Small,2000,14738
48005,Angelina,Haynesville,Decline,444442,Small,2001,4605
48005,Angelina,Haynesville,Decline,444442,Small,2002,10337
48005,Angelina,Haynesville,Decline,444442,Small,2003,6668
48005,Angelina,Haynesville,Decline,444442,Small,2004,5711
48005,Angelina,Haynesville,Decline,444442,Small,2005,4090
48005,Angelina,Haynesville,Decline,444442,Small,2006,4436
48005,Angelina,Haynesville,Decline,444442,Small,2007,2826
48005,Angelina,Haynesville,Decline,444442,Small,2008,2176
48005,Angelina,Haynesville,Decline,444442,Small,2009,564
48005,Angelina,Haynesville,Decline,444442,Small,2010,1921
48005,Angelina,Haynesville,Decline,444442,Small,2011,759
48005,Angelina,Haynesville,Decline,444442,Small,2012,759
48005,Angelina,Haynesville,Decline,444442,Small,2013,0
48005,Angelina,Haynesville,Decline,444442,Small,2014,0
48005,Angelina,Haynesville,Decline,444442,Small,2015,124
48005,Angelina,Haynesville,Decline,444442,Small,2016,0
48005,Angelina,Haynesville,Decline,444442,Small,2017,0
48005,Angelina,Haynesville,Decline,444442,Small,2018,0
48005,Angelina,Haynesville,Decline,444442,Small,2019,0
48007,Aransas,None,Decline,3353880,Small,1993,389548
48007,Aransas,None,Decline,3353880,Small,1994,427770
48007,Aransas,None,Decline,3353880,Small,1995,290402
48007,Aransas,None,Decline,3353880,Small,1996,216256
48007,Aransas,None,Decline,3353880,Small,1997,208571
48007,Aransas,None,Decline,3353880,Small,1998,179142
48007,Aransas,None,Decline,3353880,Small,1999,126992
48007,Aransas,None,Decline,3353880,Small,2000,107241
48007,Aransas,None,Decline,3353880,Small,2001,112473
48007,Aransas,None,Decline,3353880,Small,2002,77044
48007,Aransas,None,Decline,3353880,Small,2003,80358
48007,Aransas,None,Decline,3353880,Small,2004,76659
48007,Aransas,None,Decline,3353880,Small,2005,75617
48007,Aransas,None,Decline,3353880,Small,2006,72660
48007,Aransas,None,Decline,3353880,Small,2007,82931
48007,Aransas,None,Decline,3353880,Small,2008,83362
48007,Aransas,None,Decline,3353880,Small,2009,67238
48007,Aransas,None,Decline,3353880,Small,2010,98878
48007,Aransas,None,Decline,3353880,Small,2011,108074
48007,Aransas,None,Decline,3353880,Small,2012,108074
48007,Aransas,None,Decline,3353880,Small,2013,85200
48007,Aransas,None,Decline,3353880,Small,2014,69695
48007,Aransas,None,Decline,3353880,Small,2015,67078
48007,Aransas,None,Decline,3353880,Small,2016,44239
48007,Aransas,None,Decline,3353880,Small,2017,43439
48007,Aransas,None,Decline,3353880,Small,2018,32275
48007,Aransas,None,Decline,3353880,Small,2019,22664
48009,Archer,None,Decline,36796342,Small,1993,2598238
48009,Archer,None,Decline,36796342,Small,1994,2359832
48009,Archer,None,Decline,36796342,Small,1995,2158359
48009,Archer,None,Decline,36796342,Small,1996,2054593
48009,Archer,None,Decline,36796342,Small,1997,1880506
48009,Archer,None,Decline,36796342,Small,1998,1582733
48009,Archer,None,Decline,36796342,Small,1999,1403845
48009,Archer,None,Decline,36796342,Small,2000,1521512
48009,Archer,None,Decline,36796342,Small,2001,1361792
48009,Archer,None,Decline,36796342,Small,2002,1285778
48009,Archer,None,Decline,36796342,Small,2003,1259674
48009,Archer,None,Decline,36796342,Small,2004,1114134
48009,Archer,None,Decline,36796342,Small,2005,1056238
48009,Archer,None,Decline,36796342,Small,2006,1089918
48009,Archer,None,Decline,36796342,Small,2007,1046166
48009,Archer,None,Decline,36796342,Small,2008,1093841
48009,Archer,None,Decline,36796342,Small,2009,1037546
48009,Archer,None,Decline,36796342,Small,2010,1106725
48009,Archer,None,Decline,36796342,Small,2011,1161467
48009,Archer,None,Decline,36796342,Small,2012,1161467
48009,Archer,None,Decline,36796342,Small,2013,1268397
48009,Archer,None,Decline,36796342,Small,2014,1308308
48009,Archer,None,Decline,36796342,Small,2015,1158706
48009,Archer,None,Decline,36796342,Small,2016,1010364
48009,Archer,None,Decline,36796342,Small,2017,925964
48009,Archer,None,Decline,36796342,Small,2018,897058
48009,Archer,None,Decline,36796342,Small,2019,893181
48011,Armstrong,None,None,0,Small,1993,0
48011,Armstrong,None,None,0,Small,1994,0
48011,Armstrong,None,None,0,Small,1995,0
48011,Armstrong,None,None,0,Small,1996,0
48011,Armstrong,None,None,0,Small,1997,0
48011,Armstrong,None,None,0,Small,1998,0
48011,Armstrong,None,None,0,Small,1999,0
48011,Armstrong,None,None,0,Small,2000,0
48011,Armstrong,None,None,0,Small,2001,0
48011,Armstrong,None,None,0,Small,2002,0
48011,Armstrong,None,None,0,Small,2003,0
48011,Armstrong,None,None,0,Small,2004,0
48011,Armstrong,None,None,0,Small,2005,0
48011,Armstrong,None,None,0,Small,2006,0
48011,Armstrong,None,None,0,Small,2007,0
48011,Armstrong,None,None,0,Small,2008,0
48011,Armstrong,None,None,0,Small,2009,0
48011,Armstrong,None,None,0,Small,2010,0
48011,Armstrong,None,None,0,Small,2011,0
48011,Armstrong,None,None,0,Small,2012,0
48011,Armstrong,None,None,0,Small,2013,0
48011,Armstrong,None,None,0,Small,2014,0
48011,Armstrong,None,None,0,Small,2015,0
48011,Armstrong,None,None,0,Small,2016,0
48011,Armstrong,None,None,0,Small,2017,0
48011,Armstrong,None,None,0,Small,2018,0
48011,Armstrong,None,None,0,Small,2019,0
48011,Armstrong,None,None,0,Small,1993,858111
48011,Armstrong,None,None,0,Small,1994,771292
48011,Armstrong,None,None,0,Small,1995,737756
48011,Armstrong,None,None,0,Small,1996,719889
48011,Armstrong,None,None,0,Small,1997,697791
48011,Armstrong,None,None,0,Small,1998,691075
48011,Armstrong,None,None,0,Small,1999,660625
48011,Armstrong,None,None,0,Small,2000,727687
48011,Armstrong,None,None,0,Small,2001,687759
48011,Armstrong,None,None,0,Small,2002,593871
48011,Armstrong,None,None,0,Small,2003,686924
48011,Armstrong,None,None,0,Small,2004,779337
48011,Armstrong,None,None,0,Small,2005,731014
48011,Armstrong,None,None,0,Small,2006,904875
48011,Armstrong,None,None,0,Small,2007,617557
48011,Armstrong,None,None,0,Small,2008,571358
48011,Armstrong,None,None,0,Small,2009,561703
48011,Armstrong,None,None,0,Small,2010,2870089
48011,Armstrong,None,None,0,Small,2011,7522866
48011,Armstrong,None,None,0,Small,2012,7522866
48011,Armstrong,None,None,0,Small,2013,13517657
48011,Armstrong,None,None,0,Small,2014,24364484
48011,Armstrong,None,None,0,Small,2015,28072378
48011,Armstrong,None,None,0,Small,2016,20930979
48011,Armstrong,None,None,0,Small,2017,20788892
48011,Armstrong,None,None,0,Small,2018,21688149
48011,Armstrong,None,None,0,Small,2019,24736638
48011,Armstrong,None,None,0,Small,1993,580919
48011,Armstrong,None,None,0,Small,1994,464464
48011,Armstrong,None,None,0,Small,1995,437971
48011,Armstrong,None,None,0,Small,1996,433546
48011,Armstrong,None,None,0,Small,1997,338850
48011,Armstrong,None,None,0,Small,1998,277537
48011,Armstrong,None,None,0,Small,1999,253452
48011,Armstrong,None,None,0,Small,2000,272375
48011,Armstrong,None,None,0,Small,2001,289417
48011,Armstrong,None,None,0,Small,2002,329861
48011,Armstrong,None,None,0,Small,2003,186318
48011,Armstrong,None,None,0,Small,2004,157895
48011,Armstrong,None,None,0,Small,2005,265346
48011,Armstrong,None,None,0,Small,2006,220748
48011,Armstrong,None,None,0,Small,2007,222423
48011,Armstrong,None,None,0,Small,2008,295251
48011,Armstrong,None,None,0,Small,2009,420547
48011,Armstrong,None,None,0,Small,2010,647664
48011,Armstrong,None,None,0,Small,2011,522574
48011,Armstrong,None,None,0,Small,2012,522574
48011,Armstrong,None,None,0,Small,2013,528003
48011,Armstrong,None,None,0,Small,2014,555463
48011,Armstrong,None,None,0,Small,2015,466309
48011,Armstrong,None,None,0,Small,2016,404810
48011,Armstrong,None,None,0,Small,2017,367444
48011,Armstrong,None,None,0,Small,2018,397606
48011,Armstrong,None,None,0,Small,2019,356261
48011,Armstrong,None,None,0,Small,1993,0
48011,Armstrong,None,None,0,Small,1994,0
48011,Armstrong,None,None,0,Small,1995,0
48011,Armstrong,None,None,0,Small,1996,0
48011,Armstrong,None,None,0,Small,1997,0
48011,Armstrong,None,None,0,Small,1998,0
48011,Armstrong,None,None,0,Small,1999,0
48011,Armstrong,None,None,0,Small,2000,0
48011,Armstrong,None,None,0,Small,2001,0
48011,Armstrong,None,None,0,Small,2002,0
48011,Armstrong,None,None,0,Small,2003,0
48011,Armstrong,None,None,0,Small,2004,0
48011,Armstrong,None,None,0,Small,2005,0
48011,Armstrong,None,None,0,Small,2006,0
48011,Armstrong,None,None,0,Small,2007,0
48011,Armstrong,None,None,0,Small,2008,0
48011,Armstrong,None,None,0,Small,2009,0
48011,Armstrong,None,None,0,Small,2010,0
48011,Armstrong,None,None,0,Small,2011,0
48011,Armstrong,None,None,0,Small,2012,0
48011,Armstrong,None,None,0,Small,2013,0
48011,Armstrong,None,None,0,Small,2014,0
48011,Armstrong,None,None,0,Small,2015,0
48011,Armstrong,None,None,0,Small,2016,0
48011,Armstrong,None,None,0,Small,2017,0
48011,Armstrong,None,None,0,Small,2018,0
48011,Armstrong,None,None,0,Small,2019,0
48011,Armstrong,None,None,0,Small,1993,0
48011,Armstrong,None,None,0,Small,1994,0
48011,Armstrong,None,None,0,Small,1995,3439
48011,Armstrong,None,None,0,Small,1996,2657
48011,Armstrong,None,None,0,Small,1997,1491
48011,Armstrong,None,None,0,Small,1998,731
48011,Armstrong,None,None,0,Small,1999,249
48011,Armstrong,None,None,0,Small,2000,5849
48011,Armstrong,None,None,0,Small,2001,2125
48011,Armstrong,None,None,0,Small,2002,1804
48011,Armstrong,None,None,0,Small,2003,2176
48011,Armstrong,None,None,0,Small,2004,1495
48011,Armstrong,None,None,0,Small,2005,1524
48011,Armstrong,None,None,0,Small,2006,2607
48011,Armstrong,None,None,0,Small,2007,1811
48011,Armstrong,None,None,0,Small,2008,1737
48011,Armstrong,None,None,0,Small,2009,1925
48011,Armstrong,None,None,0,Small,2010,1907
48011,Armstrong,None,None,0,Small,2011,1488
48011,Armstrong,None,None,0,Small,2012,1488
48011,Armstrong,None,None,0,Small,2013,867
48011,Armstrong,None,None,0,Small,2014,1759
48011,Armstrong,None,None,0,Small,2015,1645
48011,Armstrong,None,None,0,Small,2016,1654
48011,Armstrong,None,None,0,Small,2017,1780
48011,Armstrong,None,None,0,Small,2018,1532
48011,Armstrong,None,None,0,Small,2019,1532
48011,Armstrong,None,None,0,Small,1993,331433
48011,Armstrong,None,None,0,Small,1994,279211
48011,Armstrong,None,None,0,Small,1995,249167
48011,Armstrong,None,None,0,Small,1996,235657
48011,Armstrong,None,None,0,Small,1997,211444
48011,Armstrong,None,None,0,Small,1998,251121
48011,Armstrong,None,None,0,Small,1999,155698
48011,Armstrong,None,None,0,Small,2000,149438
48011,Armstrong,None,None,0,Small,2001,133688
48011,Armstrong,None,None,0,Small,2002,129797
48011,Armstrong,None,None,0,Small,2003,117253
48011,Armstrong,None,None,0,Small,2004,103919
48011,Armstrong,None,None,0,Small,2005,94215
48011,Armstrong,None,None,0,Small,2006,90200
48011,Armstrong,None,None,0,Small,2007,181138
48011,Armstrong,None,None,0,Small,2008,553596
48011,Armstrong,None,None,0,Small,2009,303771
48011,Armstrong,None,None,0,Small,2010,111385
48011,Armstrong,None,None,0,Small,2011,93529
48011,Armstrong,None,None,0,Small,2012,93529
48011,Armstrong,None,None,0,Small,2013,133598
48011,Armstrong,None,None,0,Small,2014,155319
48011,Armstrong,None,None,0,Small,2015,140652
48011,Armstrong,None,None,0,Small,2016,91261
48011,Armstrong,None,None,0,Small,2017,70818
48011,Armstrong,None,None,0,Small,2018,106879
48011,Armstrong,None,None,0,Small,2019,97355
48023,Baylor,None,Decline,3881380,Small,1993,247127
48023,Baylor,None,Decline,3881380,Small,1994,278012
48023,Baylor,None,Decline,3881380,Small,1995,254175
48023,Baylor,None,Decline,3881380,Small,1996,239532
48023,Baylor,None,Decline,3881380,Small,1997,216861
48023,Baylor,None,Decline,3881380,Small,1998,178948
48023,Baylor,None,Decline,3881380,Small,1999,142347
48023,Baylor,None,Decline,3881380,Small,2000,162406
48023,Baylor,None,Decline,3881380,Small,2001,148715
48023,Baylor,None,Decline,3881380,Small,2002,134518
48023,Baylor,None,Decline,3881380,Small,2003,129736
48023,Baylor,None,Decline,3881380,Small,2004,125150
48023,Baylor,None,Decline,3881380,Small,2005,112704
48023,Baylor,None,Decline,3881380,Small,2006,106122
48023,Baylor,None,Decline,3881380,Small,2007,105338
48023,Baylor,None,Decline,3881380,Small,2008,106643
48023,Baylor,None,Decline,3881380,Small,2009,95820
48023,Baylor,None,Decline,3881380,Small,2010,95522
48023,Baylor,None,Decline,3881380,Small,2011,108224
48023,Baylor,None,Decline,3881380,Small,2012,108224
48023,Baylor,None,Decline,3881380,Small,2013,128746
48023,Baylor,None,Decline,3881380,Small,2014,157660
48023,Baylor,None,Decline,3881380,Small,2015,127349
48023,Baylor,None,Decline,3881380,Small,2016,112638
48023,Baylor,None,Decline,3881380,Small,2017,100491
48023,Baylor,None,Decline,3881380,Small,2018,85917
48023,Baylor,None,Decline,3881380,Small,2019,72455
48025,Bee,Eagle Ford,Decline,10306576,Small,1993,530991
48025,Bee,Eagle Ford,Decline,10306576,Small,1994,492404
48025,Bee,Eagle Ford,Decline,10306576,Small,1995,471071
48025,Bee,Eagle Ford,Decline,10306576,Small,1996,475007
48025,Bee,Eagle Ford,Decline,10306576,Small,1997,436990
48025,Bee,Eagle Ford,Decline,10306576,Small,1998,469130
48025,Bee,Eagle Ford,Decline,10306576,Small,1999,553291
48025,Bee,Eagle Ford,Decline,10306576,Small,2000,531567
48025,Bee,Eagle Ford,Decline,10306576,Small,2001,456523
48025,Bee,Eagle Ford,Decline,10306576,Small,2002,419088
48025,Bee,Eagle Ford,Decline,10306576,Small,2003,402138
48025,Bee,Eagle Ford,Decline,10306576,Small,2004,364992
48025,Bee,Eagle Ford,Decline,10306576,Small,2005,321115
48025,Bee,Eagle Ford,Decline,10306576,Small,2006,315345
48025,Bee,Eagle Ford,Decline,10306576,Small,2007,299603
48025,Bee,Eagle Ford,Decline,10306576,Small,2008,342299
48025,Bee,Eagle Ford,Decline,10306576,Small,2009,387176
48025,Bee,Eagle Ford,Decline,10306576,Small,2010,384906
48025,Bee,Eagle Ford,Decline,10306576,Small,2011,342523
48025,Bee,Eagle Ford,Decline,10306576,Small,2012,342523
48025,Bee,Eagle Ford,Decline,10306576,Small,2013,326544
48025,Bee,Eagle Ford,Decline,10306576,Small,2014,335145
48025,Bee,Eagle Ford,Decline,10306576,Small,2015,312936
48025,Bee,Eagle Ford,Decline,10306576,Small,2016,265549
48025,Bee,Eagle Ford,Decline,10306576,Small,2017,253947
48025,Bee,Eagle Ford,Decline,10306576,Small,2018,240992
48025,Bee,Eagle Ford,Decline,10306576,Small,2019,232781
48027,Bell,None,None,0,Small,1993,0
48027,Bell,None,None,0,Small,1994,0
48027,Bell,None,None,0,Small,1995,0
48027,Bell,None,None,0,Small,1996,0
48027,Bell,None,None,0,Small,1997,0
48027,Bell,None,None,0,Small,1998,0
48027,Bell,None,None,0,Small,1999,0
48027,Bell,None,None,0,Small,2000,0
48027,Bell,None,None,0,Small,2001,0
48027,Bell,None,None,0,Small,2002,0
48027,Bell,None,None,0,Small,2003,0
48027,Bell,None,None,0,Small,2004,0
48027,Bell,None,None,0,Small,2005,0
48027,Bell,None,None,0,Small,2006,0
48027,Bell,None,None,0,Small,2007,0
48027,Bell,None,None,0,Small,2008,0
48027,Bell,None,None,0,Small,2009,0
48027,Bell,None,None,0,Small,2010,0
48027,Bell,None,None,0,Small,2011,0
48027,Bell,None,None,0,Small,2012,0
48027,Bell,None,None,0,Small,2013,0
48027,Bell,None,None,0,Small,2014,0
48027,Bell,None,None,0,Small,2015,0
48027,Bell,None,None,0,Small,2016,0
48027,Bell,None,None,0,Small,2017,0
48027,Bell,None,None,0,Small,2018,0
48027,Bell,None,None,0,Small,2019,0
48029,Bexar,None,Decline,4094856,Small,1993,363150
48029,Bexar,None,Decline,4094856,Small,1994,300696
48029,Bexar,None,Decline,4094856,Small,1995,254093
48029,Bexar,None,Decline,4094856,Small,1996,249171
48029,Bexar,None,Decline,4094856,Small,1997,232508
48029,Bexar,None,Decline,4094856,Small,1998,196340
48029,Bexar,None,Decline,4094856,Small,1999,161076
48029,Bexar,None,Decline,4094856,Small,2000,165504
48029,Bexar,None,Decline,4094856,Small,2001,150297
48029,Bexar,None,Decline,4094856,Small,2002,127276
48029,Bexar,None,Decline,4094856,Small,2003,120890
48029,Bexar,None,Decline,4094856,Small,2004,134799
48029,Bexar,None,Decline,4094856,Small,2005,125035
48029,Bexar,None,Decline,4094856,Small,2006,125558
48029,Bexar,None,Decline,4094856,Small,2007,119787
48029,Bexar,None,Decline,4094856,Small,2008,118509
48029,Bexar,None,Decline,4094856,Small,2009,119866
48029,Bexar,None,Decline,4094856,Small,2010,109640
48029,Bexar,None,Decline,4094856,Small,2011,119301
48029,Bexar,None,Decline,4094856,Small,2012,119301
48029,Bexar,None,Decline,4094856,Small,2013,125419
48029,Bexar,None,Decline,4094856,Small,2014,118920
48029,Bexar,None,Decline,4094856,Small,2015,106005
48029,Bexar,None,Decline,4094856,Small,2016,92931
48029,Bexar,None,Decline,4094856,Small,2017,83225
48029,Bexar,None,Decline,4094856,Small,2018,78652
48029,Bexar,None,Decline,4094856,Small,2019,76907
48031,Blanco,None,None,0,Small,1993,0
48031,Blanco,None,None,0,Small,1994,0
48031,Blanco,None,None,0,Small,1995,0
48031,Blanco,None,None,0,Small,1996,0
48031,Blanco,None,None,0,Small,1997,0
48031,Blanco,None,None,0,Small,1998,0
48031,Blanco,None,None,0,Small,1999,0
48031,Blanco,None,None,0,Small,2000,0
48031,Blanco,None,None,0,Small,2001,0
48031,Blanco,None,None,0,Small,2002,0
48031,Blanco,None,None,0,Small,2003,0
48031,Blanco,None,None,0,Small,2004,0
48031,Blanco,None,None,0,Small,2005,0
48031,Blanco,None,None,0,Small,2006,0
48031,Blanco,None,None,0,Small,2007,0
48031,Blanco,None,None,0,Small,2008,0
48031,Blanco,None,None,0,Small,2009,0
48031,Blanco,None,None,0,Small,2010,0
48031,Blanco,None,None,0,Small,2011,0
48031,Blanco,None,None,0,Small,2012,0
48031,Blanco,None,None,0,Small,2013,0
48031,Blanco,None,None,0,Small,2014,0
48031,Blanco,None,None,0,Small,2015,0
48031,Blanco,None,None,0,Small,2016,0
48031,Blanco,None,None,0,Small,2017,0
48031,Blanco,None,None,0,Small,2018,0
48031,Blanco,None,None,0,Small,2019,0
48033,Borden,Permian,Growth,115054732,Large,1993,4707082
48033,Borden,Permian,Growth,115054732,Large,1994,4560649
48033,Borden,Permian,Growth,115054732,Large,1995,4540725
48033,Borden,Permian,Growth,115054732,Large,1996,4616270
48033,Borden,Permian,Growth,115054732,Large,1997,4826590
48033,Borden,Permian,Growth,115054732,Large,1998,5072128
48033,Borden,Permian,Growth,115054732,Large,1999,4630482
48033,Borden,Permian,Growth,115054732,Large,2000,4666189
48033,Borden,Permian,Growth,115054732,Large,2001,4605119
48033,Borden,Permian,Growth,115054732,Large,2002,4685249
48033,Borden,Permian,Growth,115054732,Large,2003,4557779
48033,Borden,Permian,Growth,115054732,Large,2004,4542864
48033,Borden,Permian,Growth,115054732,Large,2005,4396066
48033,Borden,Permian,Growth,115054732,Large,2006,3871906
48033,Borden,Permian,Growth,115054732,Large,2007,3676903
48033,Borden,Permian,Growth,115054732,Large,2008,3662527
48033,Borden,Permian,Growth,115054732,Large,2009,3526909
48033,Borden,Permian,Growth,115054732,Large,2010,3524805
48033,Borden,Permian,Growth,115054732,Large,2011,3584729
48033,Borden,Permian,Growth,115054732,Large,2012,3584729
48033,Borden,Permian,Growth,115054732,Large,2013,3780489
48033,Borden,Permian,Growth,115054732,Large,2014,3624862
48033,Borden,Permian,Growth,115054732,Large,2015,3039497
48033,Borden,Permian,Growth,115054732,Large,2016,2984022
48033,Borden,Permian,Growth,115054732,Large,2017,3107942
48033,Borden,Permian,Growth,115054732,Large,2018,4814348
48033,Borden,Permian,Growth,115054732,Large,2019,7863872
48035,Bosque,None,None,0,Small,1993,0
48035,Bosque,None,None,0,Small,1994,0
48035,Bosque,None,None,0,Small,1995,0
48035,Bosque,None,None,0,Small,1996,0
48035,Bosque,None,None,0,Small,1997,0
48035,Bosque,None,None,0,Small,1998,0
48035,Bosque,None,None,0,Small,1999,0
48035,Bosque,None,None,0,Small,2000,0
48035,Bosque,None,None,0,Small,2001,0
48035,Bosque,None,None,0,Small,2002,0
48035,Bosque,None,None,0,Small,2003,0
48035,Bosque,None,None,0,Small,2004,0
48035,Bosque,None,None,0,Small,2005,0
48035,Bosque,None,None,0,Small,2006,0
48035,Bosque,None,None,0,Small,2007,0
48035,Bosque,None,None,0,Small,2008,0
48035,Bosque,None,None,0,Small,2009,0
48035,Bosque,None,None,0,Small,2010,0
48035,Bosque,None,None,0,Small,2011,0
48035,Bosque,None,None,0,Small,2012,0
48035,Bosque,None,None,0,Small,2013,0
48035,Bosque,None,None,0,Small,2014,0
48035,Bosque,None,None,0,Small,2015,0
48035,Bosque,None,None,0,Small,2016,0
48035,Bosque,None,None,0,Small,2017,0
48035,Bosque,None,None,0,Small,2018,0
48035,Bosque,None,None,0,Small,2019,0
48037,Bowie,None,Decline,3353147,Small,1993,297395
48037,Bowie,None,Decline,3353147,Small,1994,278987
48037,Bowie,None,Decline,3353147,Small,1995,242862
48037,Bowie,None,Decline,3353147,Small,1996,281993
48037,Bowie,None,Decline,3353147,Small,1997,301057
48037,Bowie,None,Decline,3353147,Small,1998,265028
48037,Bowie,None,Decline,3353147,Small,1999,234877
48037,Bowie,None,Decline,3353147,Small,2000,202062
48037,Bowie,None,Decline,3353147,Small,2001,165654
48037,Bowie,None,Decline,3353147,Small,2002,156645
48037,Bowie,None,Decline,3353147,Small,2003,121717
48037,Bowie,None,Decline,3353147,Small,2004,100305
48037,Bowie,None,Decline,3353147,Small,2005,98663
48037,Bowie,None,Decline,3353147,Small,2006,77223
48037,Bowie,None,Decline,3353147,Small,2007,55556
48037,Bowie,None,Decline,3353147,Small,2008,44086
48037,Bowie,None,Decline,3353147,Small,2009,51422
48037,Bowie,None,Decline,3353147,Small,2010,46349
48037,Bowie,None,Decline,3353147,Small,2011,47126
48037,Bowie,None,Decline,3353147,Small,2012,47126
48037,Bowie,None,Decline,3353147,Small,2013,46872
48037,Bowie,None,Decline,3353147,Small,2014,45060
48037,Bowie,None,Decline,3353147,Small,2015,39369
48037,Bowie,None,Decline,3353147,Small,2016,30485
48037,Bowie,None,Decline,3353147,Small,2017,26994
48037,Bowie,None,Decline,3353147,Small,2018,25276
48037,Bowie,None,Decline,3353147,Small,2019,22958
48039,Brazoria,None,Peak,64761002,Large,1993,2899398
48039,Brazoria,None,Peak,64761002,Large,1994,2729948
48039,Brazoria,None,Peak,64761002,Large,1995,2610681
48039,Brazoria,None,Peak,64761002,Large,1996,2510090
48039,Brazoria,None,Peak,64761002,Large,1997,2432171
48039,Brazoria,None,Peak,64761002,Large,1998,2437982
48039,Brazoria,None,Peak,64761002,Large,1999,2335400
48039,Brazoria,None,Peak,64761002,Large,2000,2317135
48039,Brazoria,None,Peak,64761002,Large,2001,1974571
48039,Brazoria,None,Peak,64761002,Large,2002,1767804
48039,Brazoria,None,Peak,64761002,Large,2003,1801379
48039,Brazoria,None,Peak,64761002,Large,2004,1712924
48039,Brazoria,None,Peak,64761002,Large,2005,1704310
48039,Brazoria,None,Peak,64761002,Large,2006,1848267
48039,Brazoria,None,Peak,64761002,Large,2007,1945666
48039,Brazoria,None,Peak,64761002,Large,2008,1979779
48039,Brazoria,None,Peak,64761002,Large,2009,1810597
48039,Brazoria,None,Peak,64761002,Large,2010,1389376
48039,Brazoria,None,Peak,64761002,Large,2011,2303850
48039,Brazoria,None,Peak,64761002,Large,2012,2303850
48039,Brazoria,None,Peak,64761002,Large,2013,3086435
48039,Brazoria,None,Peak,64761002,Large,2014,3297079
48039,Brazoria,None,Peak,64761002,Large,2015,3376824
48039,Brazoria,None,Peak,64761002,Large,2016,2891422
