FIPS,County,Basin,Hubbert Stage,Cumulative Production,Magnitude,Year,Value
48127,Dimmit,Eagle Ford,Growth,276995304,Large,2003,723309
48127,Dimmit,Eagle Ford,Growth,276995304,Large,2004,659104
48127,Dimmit,Eagle Ford,Growth,276995304,Large,2005,968100
48127,Dimmit,Eagle Ford,Growth,276995304,Large,2006,1321332
48127,Dimmit,Eagle Ford,Growth,276995304,Large,2007,1090798
48127,Dimmit,Eagle Ford,Growth,276995304,Large,2008,935954
48127,Dimmit,Eagle Ford,Growth,276995304,Large,2009,808082
48127,Dimmit,Eagle Ford,Growth,276995304,Large,2010,4487962
48127,Dimmit,Eagle Ford,Growth,276995304,Large,2011,11835820
48127,Dimmit,Eagle Ford,Growth,276995304,Large,2012,11835820
48127,Dimmit,Eagle Ford,Growth,276995304,Large,2013,24000865
48127,Dimmit,Eagle Ford,Growth,276995304,Large,2014,32080448
48127,Dimmit,Eagle Ford,Growth,276995304,Large,2015,37274080
48127,Dimmit,Eagle Ford,Growth,276995304,Large,2016,29148743
48127,Dimmit,Eagle Ford,Growth,276995304,Large,2017,31719426
48127,Dimmit,Eagle Ford,Growth,276995304,Large,2018,38151436
48127,Dimmit,Eagle Ford,Growth,276995304,Large,2019,40336589
48129,Donley,None,None,0,Small,1993,0
48129,Donley,None,None,0,Small,1994,0
48129,Donley,None,None,0,Small,1995,0
48129,Donley,None,None,0,Small,1996,0
48129,Donley,None,None,0,Small,1997,0
48129,Donley,None,None,0,Small,1998,0
48129,Donley,None,None,0,Small,1999,0
48129,Donley,None,None,0,Small,2000,0
48129,Donley,None,None,0,Small,2001,0
48129,Donley,None,None,0,Small,2002,0
48129,Donley,None,None,0,Small,2003,0
48129,Donley,None,None,0,Small,2004,0
48129,Donley,None,None,0,Small,2005,0
48129,Donley,None,None,0,Small,2006,0
48129,Donley,None,None,0,Small,2007,0
48129,Donley,None,None,0,Small,2008,0
48129,Donley,None,None,0,Small,2009,0
48129,Donley,None,None,0,Small,2010,0
48129,Donley,None,None,0,Small,2011,0
48129,Donley,None,None,0,Small,2012,0
48129,Donley,None,None,0,Small,2013,0
48129,Donley,None,None,0,Small,2014,0
48129,Donley,None,None,0,Small,2015,0
48129,Donley,None,None,0,Small,2016,0
48129,Donley,None,None,0,Small,2017,0
48129,Donley,None,None,0,Small,2018,0
48129,Donley,None,None,0,Small,2019,0
48131,Duval,None,Decline,33558229,Small,1993,2399700
48131,Duval,None,Decline,33558229,Small,1994,2136761
48131,Duval,None,Decline,33558229,Small,1995,1933953
48131,Duval,None,Decline,33558229,Small,1996,1883308
48131,Duval,None,Decline,33558229,Small,1997,1705050
48131,Duval,None,Decline,33558229,Small,1998,1489677
48131,Duval,None,Decline,33558229,Small,1999,1265197
48131,Duval,None,Decline,33558229,Small,2000,1365235
48131,Duval,None,Decline,33558229,Small,2001,1353543
48131,Duval,None,Decline,33558229,Small,2002,1233905
48131,Duval,None,Decline,33558229,Small,2003,1131160
48131,Duval,None,Decline,33558229,Small,2004,1052906
48131,Duval,None,Decline,33558229,Small,2005,1084961
48131,Duval,None,Decline,33558229,Small,2006,1036770
48131,Duval,None,Decline,33558229,Small,2007,1007562
48131,Duval,None,Decline,33558229,Small,2008,988588
48131,Duval,None,Decline,33558229,Small,2009,933611
48131,Duval,None,Decline,33558229,Small,2010,844690
48131,Duval,None,Decline,33558229,Small,2011,878988
48131,Duval,None,Decline,33558229,Small,2012,878988
48131,Duval,None,Decline,33558229,Small,2013,1045819
48131,Duval,None,Decline,33558229,Small,2014,1077264
48131,Duval,None,Decline,33558229,Small,2015,1033650
48131,Duval,None,Decline,33558229,Small,2016,1017227
48131,Duval,None,Decline,33558229,Small,2017,924492
48131,Duval,None,Decline,33558229,Small,2018,972464
48131,Duval,None,Decline,33558229,Small,2019,882760
48133,Eastland,None,ERROR,8396914,Small,1993,688176
48133,Eastland,None,ERROR,8396914,Small,1994,633601
48133,Eastland,None,ERROR,8396914,Small,1995,562421
48133,Eastland,None,ERROR,8396914,Small,1996,494830
48133,Eastland,None,ERROR,8396914,Small,1997,445978
48133,Eastland,None,ERROR,8396914,Small,1998,378207
48133,Eastland,None,ERROR,8396914,Small,1999,359654
48133,Eastland,None,ERROR,8396914,Small,2000,339436
48133,Eastland,None,ERROR,8396914,Small,2001,310298
48133,Eastland,None,ERROR,8396914,Small,2002,288201
48133,Eastland,None,ERROR,8396914,Small,2003,276014
48133,Eastland,None,ERROR,8396914,Small,2004,272628
48133,Eastland,None,ERROR,8396914,Small,2005,278746
48133,Eastland,None,ERROR,8396914,Small,2006,296314
48133,Eastland,None,ERROR,8396914,Small,2007,269399
48133,Eastland,None,ERROR,8396914,Small,2008,275813
48133,Eastland,None,ERROR,8396914,Small,2009,257068
48133,Eastland,None,ERROR,8396914,Small,2010,214521
48133,Eastland,None,ERROR,8396914,Small,2011,240561
48133,Eastland,None,ERROR,8396914,Small,2012,240561
48133,Eastland,None,ERROR,8396914,Small,2013,222044
48133,Eastland,None,ERROR,8396914,Small,2014,209120
48133,Eastland,None,ERROR,8396914,Small,2015,198616
48133,Eastland,None,ERROR,8396914,Small,2016,169043
48133,Eastland,None,ERROR,8396914,Small,2017,169820
48133,Eastland,None,ERROR,8396914,Small,2018,159388
48133,Eastland,None,ERROR,8396914,Small,2019,146456
48135,Ector,Permian,Peak,636013012,Large,1993,31825327
48135,Ector,Permian,Peak,636013012,Large,1994,29656969
48135,Ector,Permian,Peak,636013012,Large,1995,27444430
48135,Ector,Permian,Peak,636013012,Large,1996,26803579
48135,Ector,Permian,Peak,636013012,Large,1997,26698312
48135,Ector,Permian,Peak,636013012,Large,1998,25291226
48135,Ector,Permian,Peak,636013012,Large,1999,22821279
48135,Ector,Permian,Peak,636013012,Large,2000,21922647
48135,Ector,Permian,Peak,636013012,Large,2001,21760116
48135,Ector,Permian,Peak,636013012,Large,2002,19529584
48135,Ector,Permian,Peak,636013012,Large,2003,20404572
48135,Ector,Permian,Peak,636013012,Large,2004,20089513
48135,Ector,Permian,Peak,636013012,Large,2005,19194897
48135,Ector,Permian,Peak,636013012,Large,2006,18338379
48135,Ector,Permian,Peak,636013012,Large,2007,17908836
48135,Ector,Permian,Peak,636013012,Large,2008,19923640
48135,Ector,Permian,Peak,636013012,Large,2009,20335290
48135,Ector,Permian,Peak,636013012,Large,2010,23876512
48135,Ector,Permian,Peak,636013012,Large,2011,25970291
48135,Ector,Permian,Peak,636013012,Large,2012,25970291
48135,Ector,Permian,Peak,636013012,Large,2013,28962088
48135,Ector,Permian,Peak,636013012,Large,2014,30587217
48135,Ector,Permian,Peak,636013012,Large,2015,26694058
48135,Ector,Permian,Peak,636013012,Large,2016,22718276
48135,Ector,Permian,Peak,636013012,Large,2017,21012667
48135,Ector,Permian,Peak,636013012,Large,2018,20261525
48135,Ector,Permian,Peak,636013012,Large,2019,20011491
48137,Edwards,Permian,Scatter,115618,Small,1993,1927
48137,Edwards,Permian,Scatter,115618,Small,1994,1476
48137,Edwards,Permian,Scatter,115618,Small,1995,5334
48137,Edwards,Permian,Scatter,115618,Small,1996,2674
48137,Edwards,Permian,Scatter,115618,Small,1997,4526
48137,Edwards,Permian,Scatter,115618,Small,1998,7565
48137,Edwards,Permian,Scatter,115618,Small,1999,6627
48137,Edwards,Permian,Scatter,115618,Small,2000,5245
48137,Edwards,Permian,Scatter,115618,Small,2001,4314
48137,Edwards,Permian,Scatter,115618,Small,2002,2408
48137,Edwards,Permian,Scatter,115618,Small,2003,1843
48137,Edwards,Permian,Scatter,115618,Small,2004,2303
48137,Edwards,Permian,Scatter,115618,Small,2005,2092
48137,Edwards,Permian,Scatter,115618,Small,2006,2716
48137,Edwards,Permian,Scatter,115618,Small,2007,2164
48137,Edwards,Permian,Scatter,115618,Small,2008,2770
48137,Edwards,Permian,Scatter,115618,Small,2009,4095
48137,Edwards,Permian,Scatter,115618,Small,2010,22205
48137,Edwards,Permian,Scatter,115618,Small,2011,7644
48137,Edwards,Permian,Scatter,115618,Small,2012,7644
48137,Edwards,Permian,Scatter,115618,Small,2013,2424
48137,Edwards,Permian,Scatter,115618,Small,2014,1525
48137,Edwards,Permian,Scatter,115618,Small,2015,4470
48137,Edwards,Permian,Scatter,115618,Small,2016,2588
48137,Edwards,Permian,Scatter,115618,Small,2017,3925
48137,Edwards,Permian,Scatter,115618,Small,2018,1445
48137,Edwards,Permian,Scatter,115618,Small,2019,1669
48141,El Paso ,None,None,33801,Small,1993,0
48141,El Paso ,None,None,33801,Small,1994,5475
48141,El Paso ,None,None,33801,Small,1995,4091
48141,El Paso ,None,None,33801,Small,1996,5378
48141,El Paso ,None,None,33801,Small,1997,3716
48141,El Paso ,None,None,33801,Small,1998,2717
48141,El Paso ,None,None,33801,Small,1999,2338
48141,El Paso ,None,None,33801,Small,2000,2461
48141,El Paso ,None,None,33801,Small,2001,2329
48141,El Paso ,None,None,33801,Small,2002,147
48141,El Paso ,None,None,33801,Small,2003,201
48141,El Paso ,None,None,33801,Small,2004,158
48141,El Paso ,None,None,33801,Small,2005,15
48141,El Paso ,None,None,33801,Small,2006,119
48141,El Paso ,None,None,33801,Small,2007,12
48141,El Paso ,None,None,33801,Small,2008,268
48141,El Paso ,None,None,33801,Small,2009,1056
48141,El Paso ,None,None,33801,Small,2010,519
48141,El Paso ,None,None,33801,Small,2011,536
48141,El Paso ,None,None,33801,Small,2012,536
48141,El Paso ,None,None,33801,Small,2013,392
48141,El Paso ,None,None,33801,Small,2014,424
48141,El Paso ,None,None,33801,Small,2015,461
48141,El Paso ,None,None,33801,Small,2016,286
48141,El Paso ,None,None,33801,Small,2017,157
48141,El Paso ,None,None,33801,Small,2018,9
48141,El Paso ,None,None,33801,Small,2019,0
48139,Ellis,Barnett,Decline,5660,Small,1993,5660
48139,Ellis,Barnett,Decline,5660,Small,1994,0
48139,Ellis,Barnett,Decline,5660,Small,1995,0
48139,Ellis,Barnett,Decline,5660,Small,1996,0
48139,Ellis,Barnett,Decline,5660,Small,1997,0
48139,Ellis,Barnett,Decline,5660,Small,1998,0
48139,Ellis,Barnett,Decline,5660,Small,1999,0
48139,Ellis,Barnett,Decline,5660,Small,2000,0
48139,Ellis,Barnett,Decline,5660,Small,2001,0
48139,Ellis,Barnett,Decline,5660,Small,2002,0
48139,Ellis,Barnett,Decline,5660,Small,2003,0
48139,Ellis,Barnett,Decline,5660,Small,2004,0
48139,Ellis,Barnett,Decline,5660,Small,2005,0
48139,Ellis,Barnett,Decline,5660,Small,2006,0
48139,Ellis,Barnett,Decline,5660,Small,2007,0
48139,Ellis,Barnett,Decline,5660,Small,2008,0
48139,Ellis,Barnett,Decline,5660,Small,2009,0
48139,Ellis,Barnett,Decline,5660,Small,2010,0
48139,Ellis,Barnett,Decline,5660,Small,2011,0
48139,Ellis,Barnett,Decline,5660,Small,2012,0
48139,Ellis,Barnett,Decline,5660,Small,2013,0
48139,Ellis,Barnett,Decline,5660,Small,2014,0
48139,Ellis,Barnett,Decline,5660,Small,2015,0
48139,Ellis,Barnett,Decline,5660,Small,2016,0
48139,Ellis,Barnett,Decline,5660,Small,2017,0
48139,Ellis,Barnett,Decline,5660,Small,2018,0
48139,Ellis,Barnett,Decline,5660,Small,2019,0
48143,Erath,Barnett,Scatter,71514,Small,1993,7684
48143,Erath,Barnett,Scatter,71514,Small,1994,5216
48143,Erath,Barnett,Scatter,71514,Small,1995,5631
48143,Erath,Barnett,Scatter,71514,Small,1996,164
48143,Erath,Barnett,Scatter,71514,Small,1997,6281
48143,Erath,Barnett,Scatter,71514,Small,1998,3477
48143,Erath,Barnett,Scatter,71514,Small,1999,340
48143,Erath,Barnett,Scatter,71514,Small,2000,52
48143,Erath,Barnett,Scatter,71514,Small,2001,782
48143,Erath,Barnett,Scatter,71514,Small,2002,1826
48143,Erath,Barnett,Scatter,71514,Small,2003,1659
48143,Erath,Barnett,Scatter,71514,Small,2004,2816
48143,Erath,Barnett,Scatter,71514,Small,2005,2655
48143,Erath,Barnett,Scatter,71514,Small,2006,3739
48143,Erath,Barnett,Scatter,71514,Small,2007,3793
48143,Erath,Barnett,Scatter,71514,Small,2008,5606
48143,Erath,Barnett,Scatter,71514,Small,2009,6005
48143,Erath,Barnett,Scatter,71514,Small,2010,2343
48143,Erath,Barnett,Scatter,71514,Small,2011,1974
48143,Erath,Barnett,Scatter,71514,Small,2012,1974
48143,Erath,Barnett,Scatter,71514,Small,2013,1519
48143,Erath,Barnett,Scatter,71514,Small,2014,965
48143,Erath,Barnett,Scatter,71514,Small,2015,176
48143,Erath,Barnett,Scatter,71514,Small,2016,267
48143,Erath,Barnett,Scatter,71514,Small,2017,1311
48143,Erath,Barnett,Scatter,71514,Small,2018,1992
48143,Erath,Barnett,Scatter,71514,Small,2019,1267
48145,Falls,None,Decline,127101,Small,1993,12131
48145,Falls,None,Decline,127101,Small,1994,11305
48145,Falls,None,Decline,127101,Small,1995,8800
48145,Falls,None,Decline,127101,Small,1996,7611
48145,Falls,None,Decline,127101,Small,1997,6792
48145,Falls,None,Decline,127101,Small,1998,5193
48145,Falls,None,Decline,127101,Small,1999,4310
48145,Falls,None,Decline,127101,Small,2000,3525
48145,Falls,None,Decline,127101,Small,2001,5016
48145,Falls,None,Decline,127101,Small,2002,2999
48145,Falls,None,Decline,127101,Small,2003,5511
48145,Falls,None,Decline,127101,Small,2004,4326
48145,Falls,None,Decline,127101,Small,2005,1929
48145,Falls,None,Decline,127101,Small,2006,2503
48145,Falls,None,Decline,127101,Small,2007,1541
48145,Falls,None,Decline,127101,Small,2008,3162
48145,Falls,None,Decline,127101,Small,2009,2569
48145,Falls,None,Decline,127101,Small,2010,7381
48145,Falls,None,Decline,127101,Small,2011,6339
48145,Falls,None,Decline,127101,Small,2012,6339
48145,Falls,None,Decline,127101,Small,2013,5650
48145,Falls,None,Decline,127101,Small,2014,3225
48145,Falls,None,Decline,127101,Small,2015,2567
48145,Falls,None,Decline,127101,Small,2016,1859
48145,Falls,None,Decline,127101,Small,2017,2087
48145,Falls,None,Decline,127101,Small,2018,1007
48145,Falls,None,Decline,127101,Small,2019,1424
48147,Fannin,None,None,100,Small,1993,0
48147,Fannin,None,None,100,Small,1994,0
48147,Fannin,None,None,100,Small,1995,0
48147,Fannin,None,None,100,Small,1996,0
48147,Fannin,None,None,100,Small,1997,0
48147,Fannin,None,None,100,Small,1998,0
48147,Fannin,None,None,100,Small,1999,0
48147,Fannin,None,None,100,Small,2000,0
48147,Fannin,None,None,100,Small,2001,0
48147,Fannin,None,None,100,Small,2002,0
48147,Fannin,None,None,100,Small,2003,0
48147,Fannin,None,None,100,Small,2004,0
48147,Fannin,None,None,100,Small,2005,0
48147,Fannin,None,None,100,Small,2006,0
48147,Fannin,None,None,100,Small,2007,0
48147,Fannin,None,None,100,Small,2008,0
48147,Fannin,None,None,100,Small,2009,0
48147,Fannin,None,None,100,Small,2010,0
48147,Fannin,None,None,100,Small,2011,50
48147,Fannin,None,None,100,Small,2012,50
48147,Fannin,None,None,100,Small,2013,0
48147,Fannin,None,None,100,Small,2014,0
48147,Fannin,None,None,100,Small,2015,0
48147,Fannin,None,None,100,Small,2016,0
48147,Fannin,None,None,100,Small,2017,0
48147,Fannin,None,None,100,Small,2018,0
48147,Fannin,None,None,100,Small,2019,0
48149,Fayette,Eagle Ford,Decline,81345052,Large,1993,12597277
48149,Fayette,Eagle Ford,Decline,81345052,Large,1994,8746444
48149,Fayette,Eagle Ford,Decline,81345052,Large,1995,6369669
48149,Fayette,Eagle Ford,Decline,81345052,Large,1996,4794619
48149,Fayette,Eagle Ford,Decline,81345052,Large,1997,4016036
48149,Fayette,Eagle Ford,Decline,81345052,Large,1998,3239892
48149,Fayette,Eagle Ford,Decline,81345052,Large,1999,2424795
48149,Fayette,Eagle Ford,Decline,81345052,Large,2000,2305038
48149,Fayette,Eagle Ford,Decline,81345052,Large,2001,2293198
48149,Fayette,Eagle Ford,Decline,81345052,Large,2002,2093192
48149,Fayette,Eagle Ford,Decline,81345052,Large,2003,2147611
48149,Fayette,Eagle Ford,Decline,81345052,Large,2004,1835623
48149,Fayette,Eagle Ford,Decline,81345052,Large,2005,1438669
48149,Fayette,Eagle Ford,Decline,81345052,Large,2006,1377544
48149,Fayette,Eagle Ford,Decline,81345052,Large,2007,1262112
48149,Fayette,Eagle Ford,Decline,81345052,Large,2008,1085570
48149,Fayette,Eagle Ford,Decline,81345052,Large,2009,946846
48149,Fayette,Eagle Ford,Decline,81345052,Large,2010,1289541
48149,Fayette,Eagle Ford,Decline,81345052,Large,2011,1845188
48149,Fayette,Eagle Ford,Decline,81345052,Large,2012,1845188
48149,Fayette,Eagle Ford,Decline,81345052,Large,2013,2853016
48149,Fayette,Eagle Ford,Decline,81345052,Large,2014,3905887
48149,Fayette,Eagle Ford,Decline,81345052,Large,2015,3336274
48149,Fayette,Eagle Ford,Decline,81345052,Large,2016,2059818
48149,Fayette,Eagle Ford,Decline,81345052,Large,2017,1900116
48149,Fayette,Eagle Ford,Decline,81345052,Large,2018,1619114
48149,Fayette,Eagle Ford,Decline,81345052,Large,2019,1716775
48151,Fisher,None,Growth,26571408,Small,1993,1686373
48151,Fisher,None,Growth,26571408,Small,1994,1529132
48151,Fisher,None,Growth,26571408,Small,1995,1483052
48151,Fisher,None,Growth,26571408,Small,1996,1342423
48151,Fisher,None,Growth,26571408,Small,1997,1289414
48151,Fisher,None,Growth,26571408,Small,1998,1147226
48151,Fisher,None,Growth,26571408,Small,1999,1055776
48151,Fisher,None,Growth,26571408,Small,2000,1068730
48151,Fisher,None,Growth,26571408,Small,2001,951703
48151,Fisher,None,Growth,26571408,Small,2002,845835
48151,Fisher,None,Growth,26571408,Small,2003,736722
48151,Fisher,None,Growth,26571408,Small,2004,637694
48151,Fisher,None,Growth,26571408,Small,2005,568758
48151,Fisher,None,Growth,26571408,Small,2006,583865
48151,Fisher,None,Growth,26571408,Small,2007,592642
48151,Fisher,None,Growth,26571408,Small,2008,805149
48151,Fisher,None,Growth,26571408,Small,2009,776972
48151,Fisher,None,Growth,26571408,Small,2010,811984
48151,Fisher,None,Growth,26571408,Small,2011,825222
48151,Fisher,None,Growth,26571408,Small,2012,825222
48151,Fisher,None,Growth,26571408,Small,2013,931418
48151,Fisher,None,Growth,26571408,Small,2014,1059538
48151,Fisher,None,Growth,26571408,Small,2015,1005600
48151,Fisher,None,Growth,26571408,Small,2016,845078
48151,Fisher,None,Growth,26571408,Small,2017,843265
48151,Fisher,None,Growth,26571408,Small,2018,984548
48151,Fisher,None,Growth,26571408,Small,2019,1338067
48153,Floyd,Permian,Decline,39522,Small,1993,3486
48153,Floyd,Permian,Decline,39522,Small,1994,2319
48153,Floyd,Permian,Decline,39522,Small,1995,2328
48153,Floyd,Permian,Decline,39522,Small,1996,1997
48153,Floyd,Permian,Decline,39522,Small,1997,2063
48153,Floyd,Permian,Decline,39522,Small,1998,1966
48153,Floyd,Permian,Decline,39522,Small,1999,1815
48153,Floyd,Permian,Decline,39522,Small,2000,1579
48153,Floyd,Permian,Decline,39522,Small,2001,1693
48153,Floyd,Permian,Decline,39522,Small,2002,1431
48153,Floyd,Permian,Decline,39522,Small,2003,1646
48153,Floyd,Permian,Decline,39522,Small,2004,1606
48153,Floyd,Permian,Decline,39522,Small,2005,1628
48153,Floyd,Permian,Decline,39522,Small,2006,1720
48153,Floyd,Permian,Decline,39522,Small,2007,1182
48153,Floyd,Permian,Decline,39522,Small,2008,1550
48153,Floyd,Permian,Decline,39522,Small,2009,1885
48153,Floyd,Permian,Decline,39522,Small,2010,1588
48153,Floyd,Permian,Decline,39522,Small,2011,1576
48153,Floyd,Permian,Decline,39522,Small,2012,1576
48153,Floyd,Permian,Decline,39522,Small,2013,885
48153,Floyd,Permian,Decline,39522,Small,2014,897
48153,Floyd,Permian,Decline,39522,Small,2015,754
48153,Floyd,Permian,Decline,39522,Small,2016,352
48153,Floyd,Permian,Decline,39522,Small,2017,0
48153,Floyd,Permian,Decline,39522,Small,2018,0
48153,Floyd,Permian,Decline,39522,Small,2019,0
48155,Foard,None,Decline,3991307,Small,1993,295091
48155,Foard,None,Decline,3991307,Small,1994,321656
48155,Foard,None,Decline,3991307,Small,1995,273326
48155,Foard,None,Decline,3991307,Small,1996,220323
48155,Foard,None,Decline,3991307,Small,1997,203236
48155,Foard,None,Decline,3991307,Small,1998,292370
48155,Foard,None,Decline,3991307,Small,1999,188331
48155,Foard,None,Decline,3991307,Small,2000,197011
48155,Foard,None,Decline,3991307,Small,2001,168712
48155,Foard,None,Decline,3991307,Small,2002,142830
48155,Foard,None,Decline,3991307,Small,2003,143307
48155,Foard,None,Decline,3991307,Small,2004,136525
48155,Foard,None,Decline,3991307,Small,2005,107552
48155,Foard,None,Decline,3991307,Small,2006,95615
48155,Foard,None,Decline,3991307,Small,2007,89381
48155,Foard,None,Decline,3991307,Small,2008,103648
48155,Foard,None,Decline,3991307,Small,2009,99886
48155,Foard,None,Decline,3991307,Small,2010,101710
48155,Foard,None,Decline,3991307,Small,2011,120735
48155,Foard,None,Decline,3991307,Small,2012,120735
48155,Foard,None,Decline,3991307,Small,2013,109544
48155,Foard,None,Decline,3991307,Small,2014,98293
48155,Foard,None,Decline,3991307,Small,2015,75766
48155,Foard,None,Decline,3991307,Small,2016,52704
48155,Foard,None,Decline,3991307,Small,2017,68347
48155,Foard,None,Decline,3991307,Small,2018,90339
48155,Foard,None,Decline,3991307,Small,2019,74334
48157,Fort Bend,None,Decline,49069092,Small,1993,2951550
48157,Fort Bend,None,Decline,49069092,Small,1994,2608979
48157,Fort Bend,None,Decline,49069092,Small,1995,2655351
48157,Fort Bend,None,Decline,49069092,Small,1996,2884528
48157,Fort Bend,None,Decline,49069092,Small,1997,3040228
48157,Fort Bend,None,Decline,49069092,Small,1998,2425418
48157,Fort Bend,None,Decline,49069092,Small,1999,2064862
48157,Fort Bend,None,Decline,49069092,Small,2000,1939431
48157,Fort Bend,None,Decline,49069092,Small,2001,1839687
48157,Fort Bend,None,Decline,49069092,Small,2002,1653655
48157,Fort Bend,None,Decline,49069092,Small,2003,1692332
48157,Fort Bend,None,Decline,49069092,Small,2004,2069297
48157,Fort Bend,None,Decline,49069092,Small,2005,1817960
48157,Fort Bend,None,Decline,49069092,Small,2006,1842098
48157,Fort Bend,None,Decline,49069092,Small,2007,1647187
48157,Fort Bend,None,Decline,49069092,Small,2008,1656577
48157,Fort Bend,None,Decline,49069092,Small,2009,1540434
48157,Fort Bend,None,Decline,49069092,Small,2010,1659751
48157,Fort Bend,None,Decline,49069092,Small,2011,1622586
48157,Fort Bend,None,Decline,49069092,Small,2012,1622586
48157,Fort Bend,None,Decline,49069092,Small,2013,1620241
48157,Fort Bend,None,Decline,49069092,Small,2014,1595309
48157,Fort Bend,None,Decline,49069092,Small,2015,1286356
48157,Fort Bend,None,Decline,49069092,Small,2016,936018
48157,Fort Bend,None,Decline,49069092,Small,2017,842466
48157,Fort Bend,None,Decline,49069092,Small,2018,808372
48157,Fort Bend,None,Decline,49069092,Small,2019,745833
48159,Franklin,None,ERROR,12496393,Small,1993,833699
48159,Franklin,None,ERROR,12496393,Small,1994,593269
48159,Franklin,None,ERROR,12496393,Small,1995,536552
48159,Franklin,None,ERROR,12496393,Small,1996,571875
48159,Franklin,None,ERROR,12496393,Small,1997,555767
48159,Franklin,None,ERROR,12496393,Small,1998,450540
48159,Franklin,None,ERROR,12496393,Small,1999,397336
48159,Franklin,None,ERROR,12496393,Small,2000,401220
48159,Franklin,None,ERROR,12496393,Small,2001,400447
48159,Franklin,None,ERROR,12496393,Small,2002,400814
48159,Franklin,None,ERROR,12496393,Small,2003,405765
48159,Franklin,None,ERROR,12496393,Small,2004,412200
48159,Franklin,None,ERROR,12496393,Small,2005,387828
48159,Franklin,None,ERROR,12496393,Small,2006,338608
48159,Franklin,None,ERROR,12496393,Small,2007,307624
48159,Franklin,None,ERROR,12496393,Small,2008,343073
48159,Franklin,None,ERROR,12496393,Small,2009,342624
48159,Franklin,None,ERROR,12496393,Small,2010,266908
48159,Franklin,None,ERROR,12496393,Small,2011,476599
48159,Franklin,None,ERROR,12496393,Small,2012,476599
48159,Franklin,None,ERROR,12496393,Small,2013,653075
48159,Franklin,None,ERROR,12496393,Small,2014,569584
48159,Franklin,None,ERROR,12496393,Small,2015,595321
48159,Franklin,None,ERROR,12496393,Small,2016,515457
48159,Franklin,None,ERROR,12496393,Small,2017,457846
48159,Franklin,None,ERROR,12496393,Small,2018,407705
48159,Franklin,None,ERROR,12496393,Small,2019,398058
48161,Freestone,None,Decline,2216172,Small,1993,238041
48161,Freestone,None,Decline,2216172,Small,1994,209187
48161,Freestone,None,Decline,2216172,Small,1995,170022
48161,Freestone,None,Decline,2216172,Small,1996,146800
48161,Freestone,None,Decline,2216172,Small,1997,122437
48161,Freestone,None,Decline,2216172,Small,1998,107188
48161,Freestone,None,Decline,2216172,Small,1999,95058
48161,Freestone,None,Decline,2216172,Small,2000,85993
48161,Freestone,None,Decline,2216172,Small,2001,73590
48161,Freestone,None,Decline,2216172,Small,2002,74419
48161,Freestone,None,Decline,2216172,Small,2003,79077
48161,Freestone,None,Decline,2216172,Small,2004,77157
48161,Freestone,None,Decline,2216172,Small,2005,70876
48161,Freestone,None,Decline,2216172,Small,2006,62774
48161,Freestone,None,Decline,2216172,Small,2007,68527
48161,Freestone,None,Decline,2216172,Small,2008,64248
48161,Freestone,None,Decline,2216172,Small,2009,52709
48161,Freestone,None,Decline,2216172,Small,2010,60531
48161,Freestone,None,Decline,2216172,Small,2011,65046
48161,Freestone,None,Decline,2216172,Small,2012,65046
48161,Freestone,None,Decline,2216172,Small,2013,46124
48161,Freestone,None,Decline,2216172,Small,2014,41844
48161,Freestone,None,Decline,2216172,Small,2015,35476
48161,Freestone,None,Decline,2216172,Small,2016,27696
48161,Freestone,None,Decline,2216172,Small,2017,22398
48161,Freestone,None,Decline,2216172,Small,2018,29706
48161,Freestone,None,Decline,2216172,Small,2019,24202
48163,Frio,Eagle Ford,Growth,76961912,Large,1993,5187265
48163,Frio,Eagle Ford,Growth,76961912,Large,1994,2996522
48163,Frio,Eagle Ford,Growth,76961912,Large,1995,2022193
48163,Frio,Eagle Ford,Growth,76961912,Large,1996,1618008
48163,Frio,Eagle Ford,Growth,76961912,Large,1997,1308903
48163,Frio,Eagle Ford,Growth,76961912,Large,1998,1084630
48163,Frio,Eagle Ford,Growth,76961912,Large,1999,914444
48163,Frio,Eagle Ford,Growth,76961912,Large,2000,854764
48163,Frio,Eagle Ford,Growth,76961912,Large,2001,673773
48163,Frio,Eagle Ford,Growth,76961912,Large,2002,654597
48163,Frio,Eagle Ford,Growth,76961912,Large,2003,592125
48163,Frio,Eagle Ford,Growth,76961912,Large,2004,623031
48163,Frio,Eagle Ford,Growth,76961912,Large,2005,547232
48163,Frio,Eagle Ford,Growth,76961912,Large,2006,569944
48163,Frio,Eagle Ford,Growth,76961912,Large,2007,524239
48163,Frio,Eagle Ford,Growth,76961912,Large,2008,608510
48163,Frio,Eagle Ford,Growth,76961912,Large,2009,554029
48163,Frio,Eagle Ford,Growth,76961912,Large,2010,2150818
48163,Frio,Eagle Ford,Growth,76961912,Large,2011,3623313
48163,Frio,Eagle Ford,Growth,76961912,Large,2012,3623313
48163,Frio,Eagle Ford,Growth,76961912,Large,2013,3782817
48163,Frio,Eagle Ford,Growth,76961912,Large,2014,5737200
48163,Frio,Eagle Ford,Growth,76961912,Large,2015,7317907
48163,Frio,Eagle Ford,Growth,76961912,Large,2016,6880692
48163,Frio,Eagle Ford,Growth,76961912,Large,2017,7354415
48163,Frio,Eagle Ford,Growth,76961912,Large,2018,8029965
48163,Frio,Eagle Ford,Growth,76961912,Large,2019,7127263
